track_id,track_name,danceability,acousticness,energy,tempo,instrumentalness,loudness,liveness,duration_ms,key,valence,speechiness,mode
5ak2hgkL7iZKMxm7jGUHwC,Sah,0.682,0.626,0.518,118.539,0.43,-10.089,0.0552,224000,8,0.963,0.227,1
6IwbrqhA8HxDwcIWNbAbGV,Afe Ato Yen Bio,0.814,0.404,0.856,122.312,0.000164,-4.97,0.147,282070,3,0.95,0.0404,1
3mKr8NuxjqyjmwN0WpwZtd,String Theory (Original Mix),0.742,0.00535,0.813,125.004,0.846,-10.353,0.129,604451,10,0.54,0.0544,0
5UulKCGsFHKzXetRPWoUbW,Making Sense,0.632,0.237,0.559,140.058,0.43,-8.697,0.0934,233097,5,0.218,0.0382,0
4Uvuss8LaxNGbPPJhn3PkG,Temple,0.18,0.447,0.569,91.784,0.213,-8.715,0.0989,411759,10,0.0375,0.0372,1
3u2R3fpfSNwvEWDzSVcXVS,undir,0.368,0.78,0.479,140.009,0.89,-15.03,0.0887,390691,4,0.0367,0.0486,1
6d7pdDVxhOAAelJITR3R4Y,Where Will I Go,0.475,0.075,0.551,124.571,0.019,-10.06,0.129,256000,8,0.429,0.0353,0
2L1cSUF2v7OzuJl7C2RTeR,Snow Storm,0.373,0.994,0.0928,124.297,0.882,-20.711,0.105,377125,6,0.119,0.0369,0
71me972LWGvjRrjNAvtdXO,Bien,0.801,0.0646,0.339,91.95,0.875,-11.279,0.102,146376,9,0.32,0.0591,0
4pMJF059Rex6E7L0Z1Iipx,Identity,0.562,0.368,0.552,121.018,0.942,-15.06,0.104,378863,6,0.2,0.0427,1
2U1ywD86EqAx9JRDohDZH7,Waters Rising,0.384,0.000336,0.713,108.106,0.436,-11.337,0.556,379167,0,0.0434,0.0582,0
46eZrYtPVulmQNz6LgiTEr,J Buyers,0.422,0.411,0.707,151.487,0.886,-8.422,0.123,291029,1,0.532,0.0395,0
7FGL1wIFu0iKubXHP43jn6,Yaka Muziek,0.724,0.435,0.646,124.044,0.44,-7.61,0.416,215775,5,0.234,0.0614,0
7jGpIDmjOXjerOOV4it5q1,Mesosphere,0.631,0.0706,0.748,126.38,0.938,-8.52,0.518,330722,10,0.517,0.051,0
14hKtzUqlI1Sa1nfq0GXR3,Love Is the Message,0.34,0.347,0.558,82.901,0.907,-11.91,0.0888,449507,1,0.412,0.0351,0
7Cgmm1YGezKMTn1e3Xed93,Bird (Original Version),0.677,0.0577,0.398,109.993,0.859,-15.281,0.132,315266,0,0.265,0.0371,1
38bDal03Zeq6Gz7PpHxl61,The Edge (feat. Quantic) [Swarvy Remix],0.637,0.142,0.469,94.05,0.47,-7.727,0.133,210517,1,0.0693,0.0283,1
7FL8LRWchZHLvWutXbmcIa,Ritual Song,0.469,0.121,0.48,145.003,0.852,-13.173,0.119,310437,6,0.0361,0.0407,1
270vQeHHj1li41XLsucEHk,Newport Bounce,0.474,0.366,0.743,154.598,0.686,-6.378,0.2,271095,8,0.539,0.0407,1
6nXeNkkM9LCNAM58qz9T2B,Desires,0.813,0.00342,0.642,126.004,0.0596,-7.115,0.0514,210589,4,0.804,0.211,0
1Dl0E86yorhNRMYZ20RIfY,Don't You Forget About Me,0.292,0.169,0.4,72.44,0.00446,-11.706,0.111,348000,8,0.12,0.0349,1
1ESzyXxkUwxQF3Blh7O3Dt,No War,0.592,0.0232,0.675,119.998,0.862,-9.709,0.076,336705,2,0.276,0.0316,0
0wIPozdMmpkkD7AvOk5U1O,Habesha,0.428,0.00809,0.599,156.855,0.0508,-9.926,0.083,300000,4,0.161,0.0584,1
0g8OMKzumeD2MKzwuPTNmC,Ursa Minor,0.584,0.0197,0.913,192.058,0.909,-5.178,0.0881,378529,2,0.488,0.167,1
6jE4WAAW4f9YxyUTOy7NNn,Forgotten,0.869,0.0737,0.574,93.011,0.206,-7.387,0.417,139355,5,0.44,0.104,1
0QkEGSbBf3CqUhZ0m5M8I0,Levitation,0.595,0.953,0.318,119.953,0.9,-9.8,0.162,289764,0,0.22,0.0385,0
1zsI90Kqvo7c26KAySCRw0,Restless,0.754,0.339,0.782,115.007,0.786,-10.993,0.159,221217,8,0.941,0.0437,0
7qP4HBMVQBRmrlFhS7BG9E,Make Out in My Car - James Blake Version,0.76,0.433,0.519,123.972,1.51e-06,-6.308,0.132,255173,7,0.327,0.0498,0
7efvkqC67CKvkR591j1i3Z,Geraldine,0.578,0.577,0.216,105.04,0.146,-16.848,0.169,201893,11,0.144,0.0578,0
6hhoEUDGbNPU7PbbiUt16C,OTT,0.794,0.000412,0.944,119.998,0.917,-6.016,0.0985,510620,7,0.0378,0.0552,1
3towjnLu1qVAUXIbLubGyA,Leave a Light On,0.38,0.0876,0.438,76.039,0.00249,-8.502,0.114,258080,5,0.172,0.0322,1
1Ahp4PZ1vzdbzBCedUrsqI,The One,0.312,0.252,0.661,82.39,0.000135,-8.508,0.102,197575,0,0.443,0.092,0
7n04oWq0HYF1wX5FqJTnlH,Pablo - Original Mix,0.799,0.00814,0.87,123.995,0.94,-6.797,0.0707,530478,11,0.919,0.0598,0
7pksI8X4WvsKoTmM0DZs32,All My Dreams - Radio Edit,0.746,0.00308,0.584,105.003,0.197,-12.346,0.354,247352,10,0.552,0.0876,0
6YieSMHzOuWfcReDwAjKfO,Baniya,0.463,0.0598,0.73,110.248,0.000711,-7.155,0.0968,439587,1,0.228,0.0519,1
3JDsYB8UxGbMQNnNlAeDL0,Envelopes (Chapter VI) - Edit,0.391,0.441,0.301,71.017,0.736,-10.752,0.078,241347,8,0.0714,0.0327,1
60st6t4q5jvd7nKBgoVlgm,Turnmills - Edit,0.629,0.366,0.686,115.02,0.878,-8.826,0.232,201182,5,0.535,0.035,0
7MGFg1PXrjP9BW6RYOHBau,Wildfire,0.745,0.153,0.747,98.003,0.0495,-10.008,0.143,248876,2,0.759,0.0517,1
2VZZUylefe76BnQjK6yaGR,Call of the Forest,0.432,0.966,0.224,89.979,0.924,-15.547,0.108,194154,0,0.286,0.0335,0
1Spx9kWeFMAvL6CnHfUJtT,Kungssten Bus Stop Riddim,0.65,0.348,0.77,96.951,0.0111,-6.031,0.106,175961,11,0.312,0.0698,0
2za2VgFlRRaPfi3TuNTTEq,For The Cause,0.796,0.0171,0.742,127.001,0.632,-7.141,0.0627,274200,4,0.654,0.0823,0
6quyqbfWoWG9iXrtYl8yG2,re:member,0.366,0.968,0.336,140.037,0.934,-17.407,0.0891,367185,8,0.0542,0.0367,1
3lpPyIWXJ4K8soUTJsmxOC,Illumination,0.447,0.531,0.541,119.567,0.0211,-10.126,0.119,271139,6,0.352,0.0517,0
2ZsJw2ppC0K381lFME21iX,Emerald Rush - Edit,0.716,0.000215,0.577,106.998,0.824,-10.094,0.0924,202227,1,0.349,0.0446,0
7B4LoQ23Anl4CbUJxHCoYS,Outgrown,0.511,0.0425,0.818,127.972,0.916,-6.67,0.0969,365033,1,0.153,0.0333,1
1DoS5ql0TW3ejjJGHbsAmz,Tadow,0.719,0.711,0.487,121.729,8.36e-05,-6.21,0.0958,301639,9,0.345,0.0604,0
7dVLGEHAukEId8EP1S2GXx,Raven,0.337,0.0278,0.732,151.499,0.921,-10.68,0.106,297539,1,0.508,0.0428,1
09wCkkcKMNuAU95GBnhqOM,Chech El Khater,0.561,0.0653,0.726,172.057,0.000114,-9.567,0.167,278493,1,0.461,0.0839,1
3aZVGi4Fy0LUS4CykblAoQ,Semper,0.327,0.898,0.375,89.993,0.838,-10.7,0.088,391187,8,0.037,0.0332,0
0hhu27TVhfBKjIvKOL83IQ,Regret,0.768,0.8,0.475,119.909,0.892,-18.621,0.367,587301,10,0.718,0.0784,0
51WLmjgPAVhLnrjfQZ6tzh,Zender,0.565,0.915,0.282,75.97,0.241,-14.022,0.145,233684,9,0.201,0.0887,1
3rRLjBfDvixAxLUpHUOB3O,CAPEL CELYN,0.224,0.958,0.203,72.578,0.856,-22.757,0.111,492173,3,0.26,0.0448,0
5k385tXvI2PgPZWqQeTCRS,Where Old Meets New,0.481,0.18,0.545,176.086,0.932,-16.431,0.0815,460170,0,0.244,0.167,0
5lfBUkuT4mprXGQML18tyq,Vates,0.36,0.995,0.231,104.094,0.921,-26.701,0.0878,256725,4,0.282,0.0336,0
4BdPUhY4fXMTioDVxEIkMb,Exhale,0.226,0.778,0.191,138.844,0.00128,-17.006,0.0824,378085,4,0.0635,0.0341,0
48MPwRtt4PRuC0gUZgkI48,Water Copy,0.227,0.945,0.000882,107.782,0.916,-27.27,0.094,371867,1,0.425,0.0507,1
2OHyNLyd7gJZbJJ04ocvdO,Angels / Your Love,0.525,0.0238,0.678,168.161,0.0588,-4.914,0.354,312020,8,0.58,0.0598,0
3lLeqwECQxEL5UZrIqylmh,Now,0.415,0.937,0.347,112.977,0.866,-11.692,0.405,378795,9,0.293,0.0363,1
7knMhAPnJUQlOpXpqlMBex,Get Off My Witch,0.639,0.00387,0.853,119.983,0.852,-7.689,0.0726,323293,10,0.37,0.0864,0
2GKoPwGdEPrqDZETewmU20,Mr. P.Z.,0.807,0.00567,0.464,130.846,0.864,-10.759,0.201,403160,2,0.628,0.046,1
1JsG5d9Lz1zkx7OJcCIbAJ,Seeing Aliens,0.709,0.00317,0.74,118.983,0.797,-8.613,0.127,292500,7,0.272,0.04,0
36tbdRSqm1cWGZW7Q9NTI5,Butterflies,0.432,0.415,0.495,95.057,0.841,-13.947,0.103,132330,0,0.13,0.0313,1
5siGIjySOP4BGXyqLaqF4v,Enkuan Pt. 1,0.691,0.139,0.625,118.004,0.897,-13.674,0.111,378325,7,0.344,0.0427,1
5GqzFWTTd5UHOdJ8ZCP4ca,Massai - Full Version,0.629,0.245,0.755,106.003,0.921,-13.63,0.128,636598,9,0.124,0.0491,0
0pBc8FXG8vvhtChTexXCpy,In Between Worlds,0.56,0.392,0.397,89.976,2.43e-06,-12.659,0.116,264024,0,0.457,0.0386,1
6bQw5OvHgTVABlRziFtac1,Let Go,0.658,0.404,0.494,92.988,0.00158,-9.339,0.0959,267073,6,0.171,0.0389,0
6aNxPxDEtI1TgEp41eMeGZ,Maria También,0.744,0.00272,0.63,103.605,0.884,-7.442,0.521,190999,6,0.869,0.0462,0
0hw3K6MrT2tRyzA26mKmU1,Zone 1 to 6000,0.536,0.000191,0.802,134.919,0.00477,-6.721,0.0732,205120,2,0.155,0.041,1
79GFKFraKaZAqMUdt9g1nG,Path of Ruin - Pain Mix,0.706,2.48e-05,0.712,123.001,0.864,-8.698,0.109,647679,6,0.0477,0.051,1
5FseKiInHwPP0noCzoBmc8,Sacred Rowan Grove,0.423,0.089,0.905,120.047,0.694,-14.103,0.343,322393,8,0.352,0.0961,1
3rH94SljaUQd1KMqC0l25J,Boreal Forest,0.28,0.418,0.425,120.604,0.603,-10.815,0.106,307546,1,0.189,0.0343,1
5OnAqnPnW4ME8BUMW8ZRcw,Praying Mantis,0.793,0.00265,0.615,132.001,0.906,-8.577,0.12,268133,11,0.15,0.071,1
4Tg0ra2NwFahHXiboKtfPW,"Showreel, Pt. 2",0.274,0.06,0.787,92.635,0.689,-10.634,0.133,541428,8,0.143,0.0495,1
3JDamuaMdq1xobjSlI1qRd,Stretch Your Eyes - Quiet Village Remix,0.581,0.438,0.411,120.002,0.899,-16.362,0.105,566193,6,0.0386,0.0354,0
4zXIzoQQKBSkfUBiL4W18r,Nu Spring,0.347,0.00258,0.727,88.386,0.000167,-8.965,0.3,288010,1,0.322,0.327,1
5veNZCICsWMKLzykjlWurt,I Will Make Room for You - Four Tet Remix,0.662,0.108,0.662,120.001,0.892,-10.18,0.097,497500,6,0.731,0.0431,1
6yMAy8BOBn1dZ1Emu1akHS,Apakapa,0.598,0.00367,0.9,109.995,0.899,-9.81,0.0938,354719,7,0.445,0.0528,1
2ciHrPVlcC1xuH1Pf0KGia,Out To Rust,0.78,0.0519,0.597,126.976,1.46e-06,-7.16,0.0991,284065,0,0.442,0.0755,0
3ph4XP0xAkYkCZAGvOM9BG,Verso,0.488,0.947,0.452,136.548,0.951,-12.277,0.123,297125,3,0.156,0.033,1
40TMWT4FHQKrbb6NgfWAJ5,Pineapple,0.849,0.392,0.529,99.983,0.191,-10.038,0.105,196587,7,0.538,0.141,1
27uHnErFYCS1Sjl8LMvqkR,Why so Angry,0.701,0.202,0.728,125.023,0.703,-9.655,0.0987,252373,6,0.209,0.0586,0
74bg929M5m7OBf6cV0qtCG,U,0.721,0.0447,0.838,125.999,0.749,-7.579,0.0445,368000,8,0.453,0.0428,1
3BWMzVWFvFSILs6H8S3Tys,Till dig,0.355,0.867,0.258,116.417,0.921,-20.083,0.0907,215660,10,0.0883,0.0596,0
3boO8V8sT6jSktZpRHnsdb,Blurred (Bonobo Remix),0.69,0.0563,0.63,124.983,0.866,-13.105,0.111,361160,1,0.293,0.0417,0
1E0A352r5zPfIZ4OjxoVaV,Wave to Anchor,0.42,0.00729,0.879,128.913,8.47e-05,-4.916,0.18,279000,11,0.432,0.0568,0
2aJDlirz6v2a4HREki98cP,Glue,0.853,0.0158,0.798,129.983,0.948,-7.995,0.0967,269150,4,0.42,0.068,0
3r5L1JbOIOlbwOpCt1KOBc,Can't Find It (The House Sound),0.844,0.201,0.353,119.997,0.833,-18.775,0.0991,419776,6,0.0618,0.0737,0
3OshzfGHYAh1PlUlqtjeDV,Alagi,0.829,0.398,0.541,103.002,0.612,-13.028,0.122,272592,9,0.577,0.0864,0
5XZXq03yRv5cHzAYmHuAlt,The Travelling Song,0.665,0.366,0.52,98.01,0.0029,-9.288,0.0821,254307,10,0.674,0.0668,1
7mCL2LKHdraRa3yqXtymkK,Final Eclipse,0.576,0.045,0.753,122.696,0.651,-9.163,0.151,272069,10,0.322,0.0699,0
2RWJxsuhuGz3eHYe6r7KOI,Fridge Magnet - Radio Theme 1,0.694,0.264,0.409,115.091,0.784,-11.494,0.103,133437,8,0.0667,0.0402,1
4yHrlxSUJHyw6Du9Wg3dH5,Tape 12 Track 1,0.393,0.604,0.795,77.005,0.731,-8.096,0.127,196000,1,0.203,0.057,0
6dXlDc9V9ac6CVIltACS8g,Pass Through The Fire,0.481,0.000217,0.695,93.916,0.818,-9.4,0.111,386253,2,0.459,0.0325,1
23fEf1PfWtRbVSUEizPNjH,Inharmonious Slog,0.793,0.104,0.492,115.025,0.805,-11.081,0.337,260023,1,0.12,0.0526,0
56hFwZGsqUjuv2D766KfKa,Detroit Part II,0.875,0.129,0.413,114.007,0.832,-13.664,0.219,448307,1,0.274,0.0985,1
0CEZiMHc9BRWe5NYqRJGds,Marilyn - Palms Trax Remix,0.631,0.00111,0.662,120.019,0.539,-9.136,0.105,424549,7,0.106,0.0331,0
7gsqaQewuiCmV229FK8YCE,Veronika II - Original Mix,0.417,0.858,0.823,78.516,0.822,-11.406,0.0967,159735,0,0.293,0.0933,1
1OtWnGjAK6rmv17Z3WuI31,Robin Chasing Butterflies,0.732,0.000287,0.744,129.007,0.883,-8.585,0.0855,470388,4,0.0944,0.0464,0
1qhkrvEZw02q6xB553HDCs,Winston's Midnight Disco,0.773,0.0091,0.493,123.987,0.811,-9.691,0.201,346562,11,0.381,0.071,0
0LJySyLQHKk48L1ZHAqiji,Blue Pedro,0.789,0.365,0.642,112.007,0.862,-12.539,0.071,312827,2,0.938,0.0649,1
7M2AMJZISkdKAzHg7n2CUZ,Hanging Glass Structure,0.471,0.923,0.0708,142.878,0.96,-25.618,0.111,207994,8,0.0964,0.0536,0
0XImNAP9pPmHt8NVFMKJti,Golden Times I (Max Cooper Remix),0.592,0.161,0.579,120.014,0.886,-11.817,0.33,565917,8,0.148,0.0512,0
01iglyLhCYZYlCqAxY8Vfz,E70 No. 01,0.615,0.758,0.466,143.401,0.92,-12.131,0.105,162940,0,0.906,0.0402,1
3OhwaetItNaTXxn0mr9SkN,Samurai,0.592,0.454,0.691,119.996,0.75,-9.03,0.0995,341594,5,0.234,0.0343,0
6F2Gdh3B0FXt4mzLhSOkBK,The Passenger,0.539,0.109,0.855,131.002,0.941,-12.215,0.0922,507648,9,0.224,0.0439,0
5mxxJ1ufv8FzIVbGkxSMkw,Flickering,0.675,0.281,0.491,103.676,0.461,-13.161,0.116,211646,6,0.38,0.0432,0
1IfBG2eOnTvNQWhMLIwXSC,"Melodía de felpa, continuación",0.232,0.995,0.0567,131.142,0.958,-26.556,0.0847,199267,8,0.0659,0.052,1
5CgwhJ5YyjPrzMJYwjwRav,Let's Stay,0.401,0.0236,0.45,100.692,0.94,-13.721,0.181,298000,9,0.0768,0.0435,0
4nXjANesQwFooYaRUTDzbR,Truth,0.62,0.0188,0.442,103.997,0.385,-12.877,0.149,231025,0,0.11,0.0292,1
60tKJ2o6iLarJF5nMDs7xo,Lost Touch,0.672,0.404,0.446,125.022,0.0221,-9.945,0.615,194053,0,0.47,0.0569,0
4Z9npQ93MrnIkRcTBKwSa3,Looks,0.753,0.259,0.704,93.951,0.143,-5.562,0.103,91465,5,0.8,0.0843,1
3KjNFlK4YEMh3hZ2P4iKud,The Self,0.435,0.257,0.427,88.829,0.0367,-9.045,0.0797,319000,2,0.364,0.0378,0
2vmtkvCoE3cwmoX56CbkBX,Takeover,0.644,0.044,0.546,134.985,0.0166,-5.354,0.373,195027,7,0.295,0.026,1
2jAu8NfpemA0BMYRP0WGbx,Beyond My Eyes,0.69,0.0704,0.692,108.99,0.904,-8.807,0.1,241693,0,0.461,0.0436,1
3MNKjPvkQnMNq8BU2GwYFq,Grafts,0.207,0.921,0.195,72.091,0.822,-17.267,0.0875,1351602,5,0.0378,0.029,0
6dGKZitKS0s8at6D6xfWEl,Leitmotiv,0.792,0.783,0.621,116.012,0.89,-9.427,0.111,351943,6,0.582,0.107,0
5qoaKCFyf0uTDI1hsSarvT,Shine a Light,0.212,0.00268,0.66,170.246,0.144,-7.822,0.364,161741,2,0.482,0.0566,1
71MGOqJ6rbrIQDoOeFIe5W,We Go Home Together,0.306,0.279,0.445,101.062,0.0537,-11.259,0.324,155439,7,0.0808,0.0532,0
2vUMdAub2h5j5zuSppYQyT,Sea Calls Me Home,0.319,0.126,0.544,79.532,1.07e-05,-6.801,0.261,187360,11,0.272,0.0364,0
4312dHwyxpfyxpg0Hg5MY4,So In Love - Kornél Kovács Remix,0.638,0.263,0.382,123.973,0.797,-12.381,0.105,344254,3,0.481,0.0418,0
1GyyDYEbB0QxwDJuCTArGL,Safe Changes,0.791,0.751,0.502,104.221,0.673,-9.919,0.182,383696,4,0.606,0.0328,1
4hjgOsPfZla4MJPmu5mOWR,Soak - Axel Boman dubb,0.702,0.0117,0.465,123.005,0.9,-9.392,0.577,449280,0,0.0492,0.0314,1
00UDD8mjooNiezsxVRCYWX,Limerence,0.32,0.887,0.324,182.057,0.202,-16.613,0.119,329361,8,0.719,0.03,1
6nJvVFNUqgAR4bBMyvfJj7,A Minor Life,0.192,0.738,0.661,79.958,0.904,-7.868,0.973,253194,9,0.281,0.0689,0
4TQmCn0e9L7XTiKY4Hk8X4,Angels,0.302,0.787,0.472,92.171,0.931,-15.884,0.114,256534,9,0.069,0.0898,0
0JH6XDgzDXlM8xLotEjebL,Life on Earth,0.664,0.628,0.67,112.458,0.856,-8.463,0.303,153728,9,0.763,0.0342,0
5TVYDb8PCKxPF4eh9l4oPb,Woodstock,0.731,0.841,0.598,116.534,0.789,-9.881,0.29,338844,11,0.256,0.0366,1
7j9DYPyCuvSAtPcevpAkzb,Desafío,0.161,0.486,0.482,161.092,0.409,-11.21,0.371,233079,1,0.0926,0.0472,0
48b5MLAuChqUwBwRrhEap4,Wawa by the Ocean,0.456,0.881,0.373,136.638,0.92,-10.607,0.126,628736,11,0.299,0.0442,0
3KYR5PiwW5KjPgPXfyKGrO,Maja,0.652,0.815,0.692,116.002,0.823,-13.872,0.0948,649369,9,0.197,0.0406,0
34VPpQAdw3wDkvxoy5brv4,Woniso,0.709,0.903,0.495,114.997,0.415,-15.041,0.0716,494609,10,0.859,0.0508,0
3sOVAShVwqvZEGuVM1cO2V,The Puritan - Julianna Barwick Remix,0.174,0.908,0.0955,116.285,0.873,-29.792,0.096,326849,6,0.0544,0.0412,1
1xrV3k1w607ZSzOlBOSIqW,Repeater,0.868,0.0175,0.312,120.011,0.524,-16.353,0.0751,336500,11,0.678,0.21,0
70HugOq2RkgM8k0lw8yezC,Andromeda (feat. DRAM) - Bonobo Remix,0.76,0.0674,0.686,129.984,0.192,-6.161,0.171,315572,9,0.555,0.0584,0
7vt3bmjV7nBiXFSORkjeFO,Talk To Me You'll Understand,0.741,0.664,0.621,126.004,0.699,-11.365,0.124,417100,1,0.149,0.0511,0
3njAaDjDBb893AnRjgiRm8,Hope,0.313,0.00689,0.643,72.533,0.858,-10.254,0.125,250031,11,0.278,0.0761,1
2ij1QfykgCu8Mu0bagSMYv,Rooftop - The Invisible Remix,0.381,0.674,0.455,130.177,0.269,-11.507,0.0961,269309,0,0.324,0.0721,0
5BAXlRDW3YaPr3rfqV51TA,Comfort Chain,0.83,0.98,0.251,109.999,0.893,-19.774,0.195,184364,4,0.164,0.0779,1
0cioodTxLIxjZLZnzgch9b,Most Unusual,0.481,0.987,0.178,81.034,0.916,-17.95,0.108,75877,10,0.17,0.033,1
1BNQ5uIacL7ECsJg04mGdq,Golden Times I,0.506,0.851,0.219,119.993,0.913,-19.884,0.0978,517548,1,0.0554,0.0363,0
5fBamKoQ3aXwQpe2Cch8K6,Call Me Up,0.764,0.861,0.24,76.019,0.00681,-11.229,0.101,148563,0,0.524,0.104,1
7dPsMFngUzDDAzmFDKniw5,Like You Wanna,0.799,0.0136,0.924,121.997,0.134,-8.932,0.127,254584,10,0.376,0.0587,0
528cn9VuUcjioySL0258gV,(No One Knows Me) Like the Piano,0.619,0.976,0.198,128.998,0.00191,-13.808,0.104,218160,10,0.179,0.0344,1
5KsGGuOc058tJ9Sieb6Rkx,"Prism, Pt. 1",0.74,0.164,0.6,107.003,0.825,-7.959,0.248,224089,7,0.29,0.0743,0
2xmZlaJYI7BJ7nP1F7BbUm,Planete Sauvage,0.803,0.807,0.488,90.008,0.849,-10.979,0.127,350027,8,0.0914,0.106,0
35JyMcZhBwfNF9x9gev7vq,Best Heard in Shadows,0.767,0.134,0.488,79.004,0.687,-13.503,0.0818,237440,9,0.453,0.198,0
5qXS6M3tIptCtursDNA9Cc,Greenleaf,0.798,0.821,0.504,117.075,0.85,-16.499,0.11,269028,9,0.228,0.0592,0
4kDNjE4tpkMKDRKTWixPKw,Follow My Voice,0.396,0.959,0.0771,107.057,3.29e-05,-14.626,0.133,242387,2,0.174,0.0398,1
6aAx98Vjy0tX499XGbFC7s,(Muziek) Remake,0.916,0.113,0.781,122.984,0.824,-14.604,0.0566,335915,0,0.96,0.0791,1
5q0gPpBVNNusEenuXo3hw3,Love & Hate,0.308,0.174,0.513,82.283,0.000342,-7.808,0.187,427093,0,0.489,0.0292,1
1Q1OEWMdj88YNUGel55nxs,Timmy's Prayer,0.653,0.48,0.55,139.518,0.00101,-10.111,0.102,261787,1,0.235,0.109,1
3csiMgHDKJ4CvhmkTgM56g,Untitled A2,0.706,0.071,0.65,121.0,0.829,-22.287,0.0952,271758,1,0.488,0.0718,1
6La6oQO7rFQ91El8lCfWdv,Change,0.916,0.0263,0.938,120.01,0.153,-9.416,0.0279,275621,9,0.921,0.0889,0
3XJc8HnHFOInQYtIhJy6x9,Song for My Father,0.896,0.294,0.474,113.205,0.0119,-9.99,0.132,363378,0,0.897,0.16,0
702Aj0v2XDQyWkeq2gSCX9,Sure,0.396,0.875,0.233,134.617,0.000936,-15.799,0.0789,277618,4,0.0389,0.0507,0
4hFnlpT7IqxdR9wfCayRw6,Creeping,0.488,0.197,0.415,77.6,0.0,-8.078,0.123,173344,11,0.305,0.438,0
4yQtVEWby0Sd13DGoSuAgu,Lila Club (Club Mix),0.842,0.0929,0.721,119.991,0.823,-6.452,0.287,333107,9,0.465,0.0442,1
2UTARcdseDfnPiOA6KAj3J,We Dance Again,0.676,0.171,0.352,122.017,0.58,-18.299,0.111,281193,7,0.489,0.0482,1
679wYTdyNGOtAT6t8AUSgw,For Us,0.711,0.831,0.411,98.322,0.382,-17.654,0.0841,174808,7,0.557,0.0519,0
0Byfa6nOF5hIhmw5puM45b,Somewhere,0.747,0.000829,0.57,123.002,0.776,-11.197,0.288,409756,8,0.46,0.0323,1
53oOhcGuYJVIswjBy0oMee,Gloom,0.516,0.221,0.888,100.149,0.774,-6.325,0.093,144697,10,0.146,0.12,1
3aIrFcNYiCjPg37hRoV0jq,Terrazzo (feat. Motion Graphics),0.189,0.817,0.224,95.085,0.899,-17.653,0.24,220800,3,0.118,0.0369,0
4UmuBF2XzW3EkO0rfrnYNO,Break Apart,0.648,0.864,0.458,119.96,0.0944,-15.169,0.366,274693,5,0.0848,0.0311,1
5vtyVp21VYlLQhPQzG57Kd,Chiba Days,0.746,0.0312,0.859,123.006,0.853,-11.279,0.16,220822,6,0.872,0.0488,1
5ziYoXutr7LlxWtJNDnRG4,Deceiver,0.0716,0.835,0.0835,67.429,0.675,-21.746,0.0991,282000,2,0.0479,0.0406,0
0ekL7vs3KjwcmBcIcmmK65,Kangaru,0.299,0.965,0.217,84.12,0.915,-17.668,0.104,175982,3,0.0515,0.0403,1
0vMN8GO5SQsYQF4Aat3L8l,Gap in the Clouds,0.596,0.592,0.533,139.935,0.0113,-8.391,0.31,280074,9,0.205,0.0372,1
7r3iUAjfsiwb5byu8IlO0F,Öldurót - Island Songs IV,0.14,0.93,0.133,142.012,0.918,-15.785,0.121,268773,10,0.0716,0.038,0
1SX69Pf0ZLDneHONakLsWt,Home,0.825,0.344,0.435,113.928,0.837,-12.432,0.218,336842,9,0.452,0.259,0
3wUX7HpXS382s1DHTRouVk,We The People....,0.709,0.00925,0.805,92.601,0.0,-5.471,0.141,172013,1,0.897,0.0638,1
1LWwjmb8ws7og9NS6QJ6xm,Starwood Choker,0.153,0.903,0.198,85.738,0.933,-19.542,0.0977,376956,11,0.0356,0.0333,1
3AuSogI89rld1KqfUpL3Np,Kerala,0.529,0.0237,0.739,124.75,0.607,-9.578,0.171,237547,7,0.138,0.0718,0
26Pezt3F2ByPpeoEouTp4s,Love$ick - Four Tet Remix,0.615,0.126,0.916,178.164,0.12,-5.159,0.369,235693,10,0.378,0.1,0
0f2zV1DRcts1vRxGfiVgVS,Thousand Yard Stare,0.597,0.356,0.506,125.001,0.85,-12.761,0.107,525374,2,0.576,0.0299,0
1yINKqfzfsqhnR263V03A0,Lowrider,0.533,0.0125,0.677,126.201,0.883,-9.37,0.0812,268467,2,0.571,0.0409,1
0oxhycwSVnEOfQfPmeZUYk,Down With You Baby,0.755,0.0252,0.599,106.028,0.646,-10.187,0.0815,403019,5,0.604,0.0313,0
2I3l32ErrSKFxVEfT7Fnuw,The Feeling When You Walk Away,0.572,0.576,0.539,86.048,0.266,-12.256,0.0846,180000,8,0.515,0.0275,1
3Gac1U5SpdQgQyX6WI6a7m,Afterglow,0.517,0.00837,0.736,137.982,0.775,-8.252,0.0857,233440,8,0.0872,0.0361,0
5KMP3hXEI2T01ZZantqD9G,Frigid Air,0.546,0.059,0.905,128.009,0.91,-10.268,0.0797,281773,5,0.0654,0.0396,0
3FMt1pZHDNzzthh9p1swkV,Waiting For L,0.501,0.0707,0.912,62.47,0.83,-6.073,0.357,308439,6,0.679,0.178,1
5LBuEKsWeHSwUaudcFIV0Z,Nothin to Talk About,0.734,0.0751,0.556,82.987,9.81e-05,-7.508,0.325,165303,11,0.472,0.184,0
5WY2nfub0krPVi3sMlK13Z,Luther's Joint,0.82,0.0231,0.446,105.928,0.148,-7.778,0.162,207317,6,0.426,0.0564,1
5lMugQF80AuN6uukFJLT58,Junie,0.826,0.206,0.724,100.003,0.0608,-4.058,0.144,186027,10,0.652,0.0846,1
