id,key,instrumentalness,energy,acousticness,danceability
1UgSaXRBhEY8EsCbXcnfSS,0,0.892,0.618,0.832,0.669
2kYhiEvpjzgiw50Eqt4JUD,8,0.79,0.954,0.0156,0.667
42EtdFbaqfBokco4oSBWsH,6,0.0,0.635,0.46,0.304
24nZ5yPGkOT9qptf6zlQqJ,6,0.876,0.692,0.0813,0.557
7aRuu6FW1xQXDhAEk6ACms,4,0.00327,0.7,0.0889,0.585
7IxRWlV8ySKHOMFmlc2ouZ,0,0.911,0.156,0.89,0.0729
25GOzgUUaJfP7MhSk3MKnl,1,0.829,0.545,0.33,0.488
0urRiazfTllhGXa6oGIJb5,6,0.861,0.828,0.0179,0.583
5FxkaQsPbfdKWCAMSndPNq,5,0.911,0.00742,0.98,0.335
5Vdrq1akDDxNMEybDvmBDa,1,0.905,0.217,0.989,0.473
3pihS07XVQEavaS9n7kObt,8,0.00117,0.528,0.0565,0.67
2gZK0G7lXhkDZ12kjrbPd0,0,0.726,0.911,0.00348,0.181
4rv3UTtKes3ICbrUAV3XWy,3,0.972,0.485,0.509,0.369
44pVDHtVkMjzmv6cne4sGZ,0,0.902,0.494,0.0183,0.846
1xBke1qBIpQHmM9q3hKemz,7,0.957,0.127,0.994,0.318
6fFPlyaKvRzMmCAgPaEKLj,0,0.00969,0.465,0.426,0.476
2K9R257EJNa29HBTr1wLo3,4,0.86,0.567,0.00228,0.255
3FDYhdc7SHC9cgjjn3fl9f,8,0.93,0.589,0.547,0.574
1JnWpnDCNR0ldTOmBgOMve,4,0.95,0.484,0.664,0.326
725V6ZzHRvPmi9cOqpf8rE,10,0.916,0.56,0.653,0.58
2phFYKU17cGcD6cemRDlgD,10,0.306,0.944,0.0168,0.789
0dquePzmMGYZyexWRtGRkF,7,0.946,0.813,0.944,0.555
5NUAscEeJlMkAsIAhHAuZ7,5,0.0927,0.652,0.625,0.496
5ak2hgkL7iZKMxm7jGUHwC,8,0.43,0.518,0.626,0.682
6IwbrqhA8HxDwcIWNbAbGV,3,0.000164,0.856,0.404,0.814
3mKr8NuxjqyjmwN0WpwZtd,10,0.846,0.813,0.00535,0.742
5UulKCGsFHKzXetRPWoUbW,5,0.43,0.559,0.237,0.632
4Uvuss8LaxNGbPPJhn3PkG,10,0.213,0.569,0.447,0.18
3u2R3fpfSNwvEWDzSVcXVS,4,0.89,0.479,0.78,0.368
6d7pdDVxhOAAelJITR3R4Y,8,0.019,0.551,0.075,0.475
2L1cSUF2v7OzuJl7C2RTeR,6,0.882,0.0928,0.994,0.373
71me972LWGvjRrjNAvtdXO,9,0.875,0.339,0.0646,0.801
4pMJF059Rex6E7L0Z1Iipx,6,0.942,0.552,0.368,0.562
2U1ywD86EqAx9JRDohDZH7,0,0.436,0.713,0.000336,0.384
46eZrYtPVulmQNz6LgiTEr,1,0.886,0.707,0.411,0.422
7FGL1wIFu0iKubXHP43jn6,5,0.44,0.646,0.435,0.724
7jGpIDmjOXjerOOV4it5q1,10,0.938,0.748,0.0706,0.631
14hKtzUqlI1Sa1nfq0GXR3,1,0.907,0.558,0.347,0.34
7Cgmm1YGezKMTn1e3Xed93,0,0.859,0.398,0.0577,0.677
38bDal03Zeq6Gz7PpHxl61,1,0.47,0.469,0.142,0.637
7FL8LRWchZHLvWutXbmcIa,6,0.852,0.48,0.121,0.469
270vQeHHj1li41XLsucEHk,8,0.686,0.743,0.366,0.474
6nXeNkkM9LCNAM58qz9T2B,4,0.0596,0.642,0.00342,0.813
1Dl0E86yorhNRMYZ20RIfY,8,0.00446,0.4,0.169,0.292
1ESzyXxkUwxQF3Blh7O3Dt,2,0.862,0.675,0.0232,0.592
0wIPozdMmpkkD7AvOk5U1O,4,0.0508,0.599,0.00809,0.428
0g8OMKzumeD2MKzwuPTNmC,2,0.909,0.913,0.0197,0.584
6jE4WAAW4f9YxyUTOy7NNn,5,0.206,0.574,0.0737,0.869
0QkEGSbBf3CqUhZ0m5M8I0,0,0.9,0.318,0.953,0.595
1zsI90Kqvo7c26KAySCRw0,8,0.786,0.782,0.339,0.754
7qP4HBMVQBRmrlFhS7BG9E,7,1.51e-06,0.519,0.433,0.76
7efvkqC67CKvkR591j1i3Z,11,0.146,0.216,0.577,0.578
6hhoEUDGbNPU7PbbiUt16C,7,0.917,0.944,0.000412,0.794
3towjnLu1qVAUXIbLubGyA,5,0.00249,0.438,0.0876,0.38
1Ahp4PZ1vzdbzBCedUrsqI,0,0.000135,0.661,0.252,0.312
7n04oWq0HYF1wX5FqJTnlH,11,0.94,0.87,0.00814,0.799
7pksI8X4WvsKoTmM0DZs32,10,0.197,0.584,0.00308,0.746
6YieSMHzOuWfcReDwAjKfO,1,0.000711,0.73,0.0598,0.463
3JDsYB8UxGbMQNnNlAeDL0,8,0.736,0.301,0.441,0.391
60st6t4q5jvd7nKBgoVlgm,5,0.878,0.686,0.366,0.629
7MGFg1PXrjP9BW6RYOHBau,2,0.0495,0.747,0.153,0.745
2VZZUylefe76BnQjK6yaGR,0,0.924,0.224,0.966,0.432
1Spx9kWeFMAvL6CnHfUJtT,11,0.0111,0.77,0.348,0.65
2za2VgFlRRaPfi3TuNTTEq,4,0.632,0.742,0.0171,0.796
6quyqbfWoWG9iXrtYl8yG2,8,0.934,0.336,0.968,0.366
3lpPyIWXJ4K8soUTJsmxOC,6,0.0211,0.541,0.531,0.447
2ZsJw2ppC0K381lFME21iX,1,0.824,0.577,0.000215,0.716
7B4LoQ23Anl4CbUJxHCoYS,1,0.916,0.818,0.0425,0.511
1DoS5ql0TW3ejjJGHbsAmz,9,8.36e-05,0.487,0.711,0.719
7dVLGEHAukEId8EP1S2GXx,1,0.921,0.732,0.0278,0.337
09wCkkcKMNuAU95GBnhqOM,1,0.000114,0.726,0.0653,0.561
3aZVGi4Fy0LUS4CykblAoQ,8,0.838,0.375,0.898,0.327
0hhu27TVhfBKjIvKOL83IQ,10,0.892,0.475,0.8,0.768
51WLmjgPAVhLnrjfQZ6tzh,9,0.241,0.282,0.915,0.565
3rRLjBfDvixAxLUpHUOB3O,3,0.856,0.203,0.958,0.224
5k385tXvI2PgPZWqQeTCRS,0,0.932,0.545,0.18,0.481
5lfBUkuT4mprXGQML18tyq,4,0.921,0.231,0.995,0.36
4BdPUhY4fXMTioDVxEIkMb,4,0.00128,0.191,0.778,0.226
48MPwRtt4PRuC0gUZgkI48,1,0.916,0.000882,0.945,0.227
2OHyNLyd7gJZbJJ04ocvdO,8,0.0588,0.678,0.0238,0.525
3lLeqwECQxEL5UZrIqylmh,9,0.866,0.347,0.937,0.415
7knMhAPnJUQlOpXpqlMBex,10,0.852,0.853,0.00387,0.639
2GKoPwGdEPrqDZETewmU20,2,0.864,0.464,0.00567,0.807
1JsG5d9Lz1zkx7OJcCIbAJ,7,0.797,0.74,0.00317,0.709
36tbdRSqm1cWGZW7Q9NTI5,0,0.841,0.495,0.415,0.432
5siGIjySOP4BGXyqLaqF4v,7,0.897,0.625,0.139,0.691
5GqzFWTTd5UHOdJ8ZCP4ca,9,0.921,0.755,0.245,0.629
0pBc8FXG8vvhtChTexXCpy,0,2.43e-06,0.397,0.392,0.56
6bQw5OvHgTVABlRziFtac1,6,0.00158,0.494,0.404,0.658
6aNxPxDEtI1TgEp41eMeGZ,6,0.884,0.63,0.00272,0.744
0hw3K6MrT2tRyzA26mKmU1,2,0.00477,0.802,0.000191,0.536
79GFKFraKaZAqMUdt9g1nG,6,0.864,0.712,2.48e-05,0.706
5FseKiInHwPP0noCzoBmc8,8,0.694,0.905,0.089,0.423
3rH94SljaUQd1KMqC0l25J,1,0.603,0.425,0.418,0.28
5OnAqnPnW4ME8BUMW8ZRcw,11,0.906,0.615,0.00265,0.793
4Tg0ra2NwFahHXiboKtfPW,8,0.689,0.787,0.06,0.274
3JDamuaMdq1xobjSlI1qRd,6,0.899,0.411,0.438,0.581
4zXIzoQQKBSkfUBiL4W18r,1,0.000167,0.727,0.00258,0.347
5veNZCICsWMKLzykjlWurt,6,0.892,0.662,0.108,0.662
6yMAy8BOBn1dZ1Emu1akHS,7,0.899,0.9,0.00367,0.598
2ciHrPVlcC1xuH1Pf0KGia,0,1.46e-06,0.597,0.0519,0.78
3ph4XP0xAkYkCZAGvOM9BG,3,0.951,0.452,0.947,0.488
40TMWT4FHQKrbb6NgfWAJ5,7,0.191,0.529,0.392,0.849
27uHnErFYCS1Sjl8LMvqkR,6,0.703,0.728,0.202,0.701
74bg929M5m7OBf6cV0qtCG,8,0.749,0.838,0.0447,0.721
3BWMzVWFvFSILs6H8S3Tys,10,0.921,0.258,0.867,0.355
3boO8V8sT6jSktZpRHnsdb,1,0.866,0.63,0.0563,0.69
1E0A352r5zPfIZ4OjxoVaV,11,8.47e-05,0.879,0.00729,0.42
2aJDlirz6v2a4HREki98cP,4,0.948,0.798,0.0158,0.853
3r5L1JbOIOlbwOpCt1KOBc,6,0.833,0.353,0.201,0.844
3OshzfGHYAh1PlUlqtjeDV,9,0.612,0.541,0.398,0.829
5XZXq03yRv5cHzAYmHuAlt,10,0.0029,0.52,0.366,0.665
7mCL2LKHdraRa3yqXtymkK,10,0.651,0.753,0.045,0.576
2RWJxsuhuGz3eHYe6r7KOI,8,0.784,0.409,0.264,0.694
4yHrlxSUJHyw6Du9Wg3dH5,1,0.731,0.795,0.604,0.393
6dXlDc9V9ac6CVIltACS8g,2,0.818,0.695,0.000217,0.481
23fEf1PfWtRbVSUEizPNjH,1,0.805,0.492,0.104,0.793
56hFwZGsqUjuv2D766KfKa,1,0.832,0.413,0.129,0.875
0CEZiMHc9BRWe5NYqRJGds,7,0.539,0.662,0.00111,0.631
7gsqaQewuiCmV229FK8YCE,0,0.822,0.823,0.858,0.417
1OtWnGjAK6rmv17Z3WuI31,4,0.883,0.744,0.000287,0.732
1qhkrvEZw02q6xB553HDCs,11,0.811,0.493,0.0091,0.773
0LJySyLQHKk48L1ZHAqiji,2,0.862,0.642,0.365,0.789
7M2AMJZISkdKAzHg7n2CUZ,8,0.96,0.0708,0.923,0.471
0XImNAP9pPmHt8NVFMKJti,8,0.886,0.579,0.161,0.592
01iglyLhCYZYlCqAxY8Vfz,0,0.92,0.466,0.758,0.615
3OhwaetItNaTXxn0mr9SkN,5,0.75,0.691,0.454,0.592
6F2Gdh3B0FXt4mzLhSOkBK,9,0.941,0.855,0.109,0.539
5mxxJ1ufv8FzIVbGkxSMkw,6,0.461,0.491,0.281,0.675
1IfBG2eOnTvNQWhMLIwXSC,8,0.958,0.0567,0.995,0.232
5CgwhJ5YyjPrzMJYwjwRav,9,0.94,0.45,0.0236,0.401
4nXjANesQwFooYaRUTDzbR,0,0.385,0.442,0.0188,0.62
60tKJ2o6iLarJF5nMDs7xo,0,0.0221,0.446,0.404,0.672
4Z9npQ93MrnIkRcTBKwSa3,5,0.143,0.704,0.259,0.753
3KjNFlK4YEMh3hZ2P4iKud,2,0.0367,0.427,0.257,0.435
2vmtkvCoE3cwmoX56CbkBX,7,0.0166,0.546,0.044,0.644
2jAu8NfpemA0BMYRP0WGbx,0,0.904,0.692,0.0704,0.69
3MNKjPvkQnMNq8BU2GwYFq,5,0.822,0.195,0.921,0.207
6dGKZitKS0s8at6D6xfWEl,6,0.89,0.621,0.783,0.792
5qoaKCFyf0uTDI1hsSarvT,2,0.144,0.66,0.00268,0.212
71MGOqJ6rbrIQDoOeFIe5W,7,0.0537,0.445,0.279,0.306
2vUMdAub2h5j5zuSppYQyT,11,1.07e-05,0.544,0.126,0.319
4312dHwyxpfyxpg0Hg5MY4,3,0.797,0.382,0.263,0.638
1GyyDYEbB0QxwDJuCTArGL,4,0.673,0.502,0.751,0.791
4hjgOsPfZla4MJPmu5mOWR,0,0.9,0.465,0.0117,0.702
00UDD8mjooNiezsxVRCYWX,8,0.202,0.324,0.887,0.32
6nJvVFNUqgAR4bBMyvfJj7,9,0.904,0.661,0.738,0.192
4TQmCn0e9L7XTiKY4Hk8X4,9,0.931,0.472,0.787,0.302
0JH6XDgzDXlM8xLotEjebL,9,0.856,0.67,0.628,0.664
5TVYDb8PCKxPF4eh9l4oPb,11,0.789,0.598,0.841,0.731
7j9DYPyCuvSAtPcevpAkzb,1,0.409,0.482,0.486,0.161
48b5MLAuChqUwBwRrhEap4,11,0.92,0.373,0.881,0.456
3KYR5PiwW5KjPgPXfyKGrO,9,0.823,0.692,0.815,0.652
34VPpQAdw3wDkvxoy5brv4,10,0.415,0.495,0.903,0.709
3sOVAShVwqvZEGuVM1cO2V,6,0.873,0.0955,0.908,0.174
1xrV3k1w607ZSzOlBOSIqW,11,0.524,0.312,0.0175,0.868
70HugOq2RkgM8k0lw8yezC,9,0.192,0.686,0.0674,0.76
7vt3bmjV7nBiXFSORkjeFO,1,0.699,0.621,0.664,0.741
3njAaDjDBb893AnRjgiRm8,11,0.858,0.643,0.00689,0.313
2ij1QfykgCu8Mu0bagSMYv,0,0.269,0.455,0.674,0.381
5BAXlRDW3YaPr3rfqV51TA,4,0.893,0.251,0.98,0.83
0cioodTxLIxjZLZnzgch9b,10,0.916,0.178,0.987,0.481
1BNQ5uIacL7ECsJg04mGdq,1,0.913,0.219,0.851,0.506
5fBamKoQ3aXwQpe2Cch8K6,0,0.00681,0.24,0.861,0.764
7dPsMFngUzDDAzmFDKniw5,10,0.134,0.924,0.0136,0.799
528cn9VuUcjioySL0258gV,10,0.00191,0.198,0.976,0.619
5KsGGuOc058tJ9Sieb6Rkx,7,0.825,0.6,0.164,0.74
2xmZlaJYI7BJ7nP1F7BbUm,8,0.849,0.488,0.807,0.803
35JyMcZhBwfNF9x9gev7vq,9,0.687,0.488,0.134,0.767
5qXS6M3tIptCtursDNA9Cc,9,0.85,0.504,0.821,0.798
4kDNjE4tpkMKDRKTWixPKw,2,3.29e-05,0.0771,0.959,0.396
6aAx98Vjy0tX499XGbFC7s,0,0.824,0.781,0.113,0.916
5q0gPpBVNNusEenuXo3hw3,0,0.000342,0.513,0.174,0.308
1Q1OEWMdj88YNUGel55nxs,1,0.00101,0.55,0.48,0.653
3csiMgHDKJ4CvhmkTgM56g,1,0.829,0.65,0.071,0.706
6La6oQO7rFQ91El8lCfWdv,9,0.153,0.938,0.0263,0.916
3XJc8HnHFOInQYtIhJy6x9,0,0.0119,0.474,0.294,0.896
702Aj0v2XDQyWkeq2gSCX9,4,0.000936,0.233,0.875,0.396
4hFnlpT7IqxdR9wfCayRw6,11,0.0,0.415,0.197,0.488
4yQtVEWby0Sd13DGoSuAgu,9,0.823,0.721,0.0929,0.842
2UTARcdseDfnPiOA6KAj3J,7,0.58,0.352,0.171,0.676
679wYTdyNGOtAT6t8AUSgw,7,0.382,0.411,0.831,0.711
0Byfa6nOF5hIhmw5puM45b,8,0.776,0.57,0.000829,0.747
53oOhcGuYJVIswjBy0oMee,10,0.774,0.888,0.221,0.516
3aIrFcNYiCjPg37hRoV0jq,3,0.899,0.224,0.817,0.189
4UmuBF2XzW3EkO0rfrnYNO,5,0.0944,0.458,0.864,0.648
5vtyVp21VYlLQhPQzG57Kd,6,0.853,0.859,0.0312,0.746
5ziYoXutr7LlxWtJNDnRG4,2,0.675,0.0835,0.835,0.0716
0ekL7vs3KjwcmBcIcmmK65,3,0.915,0.217,0.965,0.299
0vMN8GO5SQsYQF4Aat3L8l,9,0.0113,0.533,0.592,0.596
7r3iUAjfsiwb5byu8IlO0F,10,0.918,0.133,0.93,0.14
1SX69Pf0ZLDneHONakLsWt,9,0.837,0.435,0.344,0.825
3wUX7HpXS382s1DHTRouVk,1,0.0,0.805,0.00925,0.709
1LWwjmb8ws7og9NS6QJ6xm,11,0.933,0.198,0.903,0.153
3AuSogI89rld1KqfUpL3Np,7,0.607,0.739,0.0237,0.529
26Pezt3F2ByPpeoEouTp4s,10,0.12,0.916,0.126,0.615
0f2zV1DRcts1vRxGfiVgVS,2,0.85,0.506,0.356,0.597
1yINKqfzfsqhnR263V03A0,2,0.883,0.677,0.0125,0.533
0oxhycwSVnEOfQfPmeZUYk,5,0.646,0.599,0.0252,0.755
2I3l32ErrSKFxVEfT7Fnuw,8,0.266,0.539,0.576,0.572
3Gac1U5SpdQgQyX6WI6a7m,8,0.775,0.736,0.00837,0.517
5KMP3hXEI2T01ZZantqD9G,5,0.91,0.905,0.059,0.546
3FMt1pZHDNzzthh9p1swkV,6,0.83,0.912,0.0707,0.501
5LBuEKsWeHSwUaudcFIV0Z,11,9.81e-05,0.556,0.0751,0.734
5WY2nfub0krPVi3sMlK13Z,6,0.148,0.446,0.0231,0.82
5lMugQF80AuN6uukFJLT58,10,0.0608,0.724,0.206,0.826
7jwvnvnwlcp3zRGto4CUwV,7,0.0744,0.629,0.216,0.272
12RMPmcliWCfzKuYRtHuxl,7,0.874,0.518,0.697,0.405
5EeNRe6Fi29tTrssVzl4dw,1,0.9,0.743,0.0711,0.559
5NzTuEPCeELi0mMAKFOdBD,7,0.0118,0.732,0.0024,0.58
7IpnYPoeHA94ZAuCmPhgBx,11,1.75e-05,0.638,0.507,0.518
58iaa4IU9JZKDZlFf2Vf7U,1,0.0221,0.6,0.0335,0.733
74zI09acHC2xIoQ0odMA0p,8,0.0638,0.487,0.765,0.718
5H4PAvtkfCt9CgbtKgoX04,0,0.0819,0.89,0.0465,0.53
0FcbbziqSfblMsKJbtPKU8,8,0.662,0.499,0.0444,0.766
5RUs0R1k2KUHiWqkE2RFxr,8,0.819,0.474,0.0927,0.632
1DiiqCzEiNPP1qHBvXXWxw,10,0.0,0.872,0.151,0.801
6ZgIoVt0NWOZp7MN0K75wf,4,0.934,0.708,0.037,0.559
0r79jMZuI51tbG6csFIhWl,0,0.755,0.269,0.526,0.361
21230g6OTpmKd7cuGbzoOy,10,0.926,0.128,0.609,0.567
6GEKYH0IF0jDkev9u1I7hg,6,0.944,0.244,0.978,0.441
68hNg5ky3kfciugPW5MAfa,7,0.915,0.703,0.054,0.59
3zrzWaSPLL8zEYvbHiMQUR,1,0.619,0.836,0.881,0.389
5dzCLmga8b5wBFzneVhoRz,11,0.0357,0.375,0.479,0.612
0WFFNZF1ltpGbhkJREgJ8x,5,0.884,0.527,0.0362,0.511
4O0AvFe6sEMyIewBw4ALaA,9,0.00333,0.254,0.643,0.207
0A6Ex80dxSp8JP545CR34i,9,0.000269,0.812,0.446,0.422
1z2PN9Fcm4gKorXvTx8Vsc,10,0.00312,0.805,0.411,0.69
0dNffOIQTFFfv6xLzBn42x,8,0.952,0.334,0.675,0.348
2el1cPm0N9Zshgdg4p90Nd,8,0.778,0.623,0.148,0.55
4IMGD5qeSALNHn2U31YxiE,7,0.921,0.876,0.00355,0.705
4YXrotEiEDQtmVdugutstF,1,0.67,0.521,0.00157,0.806
5xqEHUDsehbdVtiplRu3o0,11,0.892,0.817,0.0124,0.29
2MzJscyC6vlr7zRXKJ1IIr,7,0.643,0.283,0.341,0.794
4vXZNlgq2B0XXRwkQTfdQP,0,0.837,0.81,0.0665,0.562
5UFtKaL5KBumqv4tpgdm0p,5,0.0,0.655,0.271,0.453
63oso9rTok02rrM2jj8JRS,5,0.814,0.904,0.00324,0.724
5qDqu7fMGVPGfPYTmrtNKX,0,0.9,0.476,0.902,0.288
3UzSfFhvQr3EUnmoRnCGu5,9,0.922,0.409,0.609,0.112
3ly7BumjC9xoOKRM2UPHC1,2,0.903,0.304,0.855,0.472
28UYIs4bHvBYqc9YiHqFZd,6,0.00065,0.48,0.178,0.452
3fp4QHNFEOqaJXXP2oJ1qq,7,0.852,0.634,0.657,0.646
2V539MV3mX2iNjpaalJeqH,3,0.904,0.0225,0.986,0.363
0psuMM27UzXPXyWIApcdMg,11,0.901,0.35,0.884,0.0638
31XR0F9W0FDJkDSjCBgCTR,0,0.00145,0.393,0.906,0.475
3bPlMzfHJMYqdAC80NLPTb,6,0.0199,0.402,0.74,0.519
6yiAkllub2vnDy4YQdwAPy,8,0.873,0.544,0.0797,0.687
7Gmyfr90pUYuwbTyJxcfDq,10,0.581,0.245,0.676,0.561
6UP76dE8ic5pkBSkLn9Gwb,6,0.816,0.908,0.0781,0.383
0MfC7MIMsyGtqVQseM6Ywt,11,0.0199,0.473,0.0429,0.559
0aHyfO1gb7HsZhtZhgwE1o,11,0.0921,0.611,0.0255,0.537
3mWYUNhU5nNxi9oBL5VXql,11,0.00162,0.84,0.275,0.695
295WburT6J6NrX3DUBTWCf,7,0.0809,0.84,0.364,0.311
2nzHSd02748Zu9eMpkG2Y3,9,0.864,0.306,0.974,0.319
7oYXoqBcKmijPfyAv0VS0G,7,0.591,0.639,0.0791,0.725
3hi8BVe4PZFpHuVQUGB2bY,2,0.771,0.633,0.0182,0.625
0cTLKPTA5rwpjrGutKO1r8,6,0.472,0.601,0.218,0.73
2kbG99CwKxSZ0NTE4xhteT,11,0.0,0.888,0.00384,0.688
5rmCzmaH2traCVwGXbX3Sm,11,0.791,0.912,0.402,0.57
4fZYzz6EpySAtyBb5Xciqa,11,0.423,0.573,0.359,0.609
3DwBvJjV6WCDkjpBcHGMDY,10,0.911,0.625,0.066,0.721
1sC2InSbuISimH8Svsw4c8,6,0.918,0.562,0.528,0.734
6cZvpqGxdv9uecOw4chV7H,1,0.0406,0.527,0.636,0.374
5H6bqE8a3FwbdiZEnXFSqd,5,0.971,0.832,0.611,0.539
2FjDg4FQiTRmVFrQwZJRL5,4,0.869,0.517,0.0317,0.823
1usniPDaV3LohZCPXnvivD,1,0.731,0.866,0.00144,0.569
5np7wBYlWvAoXxDVWUPWZT,4,0.735,0.682,0.137,0.557
4NqxAPv6ZAg9Lccf1QFTVg,8,0.0166,0.377,0.402,0.623
3jzerzfM8lLFej7MAry7qG,10,0.922,0.428,0.781,0.31
5WZD4aZbU5KwGPzEs9Zu6A,6,0.755,0.87,0.000394,0.805
6OVjLqyFAjVW46275YKmeI,9,0.699,0.566,0.0248,0.707
3bu35oKLRgaZvqnbsCji5E,0,0.726,0.737,0.0575,0.67
5vG7iwUFxDI8xSDfya1Ist,3,0.000188,0.764,0.779,0.633
2Luqfi5MDDR4iC7n3NzYWB,6,0.0,0.859,0.456,0.477
5pLeAChZvoVYikxQfVvUOd,7,0.0166,0.694,0.235,0.386
6iL9iIXKW1w1U4EH1tz4o1,8,0.891,0.563,0.0952,0.802
1YTfQ9rW1OhIyZiF1F89Lg,1,0.858,0.863,0.0768,0.849
70URh1j5dgFbK9Odc5yCkA,11,0.218,0.495,0.328,0.615
1Vtqq62RwufehM22vjWByN,2,0.239,0.3,0.0772,0.92
4HAgflaWvlNDufgCL0Xtm8,7,0.0,0.666,0.399,0.655
7sDcVjNU2bbgRDz8tYn935,0,2.05e-06,0.653,0.24,0.495
2vKfzXGoMaKjvfqk3dPstG,9,0.93,0.808,0.00544,0.664
3JV7WZVxNCnTRvjiX3wF1g,0,0.645,0.829,0.165,0.693
2hinqo5HVB7qla5iMrKUFB,9,0.962,0.799,0.00676,0.548
2tyApIdBzpMeUGiywV3h52,3,0.669,0.815,0.308,0.572
6Ig6kjJsL0zwsdT1Cb2oBT,2,0.921,0.755,0.00728,0.454
6khve9GNYhAq72Sv4Wgn3E,5,0.881,0.295,0.98,0.174
70XyAVH4pHLgZ2QNvmv1D9,10,0.000788,0.271,0.912,0.302
1ZuBqsl5K0riNCQ7ZLkPpw,9,0.0766,0.813,0.177,0.601
25tunVQWLKWDbV2H9dA1Qc,11,0.0,0.586,0.255,0.43
4cdufTA09eo6h9aTA4ATvz,6,0.939,0.523,0.56,0.518
2yxyRfIh4jXQIaFoB2roWC,4,0.0108,0.857,0.088,0.673
5R5shSt0yzM6aeZvJ06s0j,7,0.0,0.391,0.487,0.511
3loLXLMqHTwtY9ycNhIoDR,6,0.000181,0.453,0.456,0.514
3Iap0TRPPdl528Wk9kV4zq,10,0.945,0.0847,0.97,0.41
3zdW3zHXGuIBloCD8YnOei,6,0.807,0.373,0.83,0.505
5pzhKQbRtZYJshOHGtufPw,1,0.0991,0.015,0.807,0.211
1x6fQ08Smj58AYlSchDMVV,11,0.741,0.536,0.2,0.766
2lxcJ9yLt9YhBowyKw06Mm,2,0.765,0.688,0.0685,0.534
4OpLrdhfNtM4B7nzB0SQqy,8,0.894,0.797,0.111,0.818
5Tiqg3D1R7iK1cclflnF2H,11,0.901,0.71,0.0532,0.728
08Pf43rcNQz5JkMq4H4gJz,4,0.896,0.729,0.589,0.626
20OvtcB4riRmoXeGoyr5UA,11,0.656,0.814,0.00944,0.653
7nQQCm9y6lxnk4WdVCvQVy,1,0.899,0.545,0.0135,0.669
2XeheVhX7rgA6tWOJdyIqX,8,0.031,0.781,0.13,0.719
3hPQQLoF4w3tfe8ZliOs8v,11,0.805,0.725,0.121,0.786
3dPSsk7SMKHTiV311iovMI,5,0.903,0.796,0.0854,0.687
2ePf1Ec3J5J6agLnflmrk2,1,0.184,0.695,0.0122,0.756
45Kuq3ZNftGinVWu1TThnA,3,0.701,0.763,0.00285,0.713
6XOcK5vRlhQHdGk0l9VWzq,1,0.891,0.71,0.0124,0.81
49S1t6AVGQn2re2jFp7elt,3,0.00512,0.717,0.534,0.825
7oIi9sXd1eVPpj3iBKR2vz,1,0.0834,0.928,0.000157,0.659
0nkKToaJu16rYa7lJ9oYCn,0,0.157,0.277,0.921,0.555
6moHGusnsgfjUJ8qJFwmif,6,0.312,0.471,0.446,0.611
3myznUOJDSBLSW7boRvPVa,10,0.387,0.697,0.0487,0.416
7xRKHhAYDixP5I3fwOB5p8,2,0.00124,0.782,0.096,0.534
7rlDmA8x2FO6plemjnPE0i,6,0.758,0.811,0.507,0.459
3OjXa0HLoWhbwxyDSNWTGa,9,0.714,0.564,0.0275,0.845
6vhmHKMhUModBQccVcCKSb,1,0.34,0.572,0.202,0.725
0UoXzSgRU5Igibr2Wntm9w,10,0.827,0.402,0.0387,0.759
37Cf0ZTkUPOIaY8pbdeP7P,2,0.7,0.923,0.00161,0.6
0izbMfR7hvGHEoGBD5bBli,6,0.886,0.725,0.539,0.713
6ngzqaNMiF72SpefEKarOq,6,0.768,0.842,0.023,0.534
3sJCADvtbzgKPzEBHhHSLY,10,0.889,0.984,0.00322,0.612
5tVXm479a7e1NybJcq1QIQ,1,0.916,0.818,0.0425,0.511
5seZV3dCxExd7Q36KwWh2S,1,0.866,0.693,0.0196,0.792
7ocA5x1DLDKBHPpFD0K4EF,10,0.597,0.793,0.0201,0.524
5dZ8vK6v8Q7esoixhk3VHD,6,0.516,0.686,0.129,0.831
4RTPdgun3QimcZbytzLxOC,10,0.851,0.644,0.0216,0.718
6YcWUCLMUyTaKScNXIG3qI,7,0.215,0.683,0.00942,0.437
5fXHswaQRTvzfwTC8CW5Ew,11,0.874,0.905,0.0158,0.757
3UXjKuSMHCF20xoiVanhPv,10,0.047,0.714,0.272,0.648
20YfhQiwRzzQgrltg5rGE5,7,0.552,0.754,0.00414,0.819
7D0PZGU2aSwYWOvvMWzUUl,7,0.62,0.739,0.0233,0.708
61g7oQKm8DFEL7r2g9LS8x,1,0.948,0.565,0.763,0.561
3AW6V6zWH45jI7eNPnSDfT,6,0.858,0.653,0.0281,0.656
2pYvd6cHcAIMAM6xMD6nok,5,0.0944,0.458,0.864,0.648
7iE9oBkH73M1K74gyjjx7c,9,0.775,0.553,0.29,0.734
4cwDC2Yk2zqOp6NMX6v750,10,0.0667,0.341,0.885,0.215
7sqii6BhIDpJChYpU3WjwS,3,0.202,0.788,0.195,0.595
7Cg3F9ZsZ2TYUnlza49NYh,6,0.942,0.749,0.173,0.542
15IVKRhTPXp4lKtwl568KS,3,3.47e-06,0.613,0.231,0.559
2lJ4d8MCT6ZlDRHKJ1br14,2,0.933,0.844,0.395,0.64
6BbFwwHnzY74a8GOsDg8Sn,4,0.834,0.59,0.23,0.693
2y1cW84gbL4ghBD2HwcQ3x,7,0.88,0.885,0.0181,0.669
