track_id,track_name,danceability,acousticness,tempo,instrumentalness,energy,key,speechiness,mode,valence,liveness,play_number,playlist_number,tempo_scaled
0JL9dXZ2tjMabWjVjeutKH,Polyghost,0.2705882352941176,0.9420724760723757,0.5930205640649716,0.8590263691683571,0.16153846153846155,0.2727272727272727,0.015456329735034358,0.0,0.05866835496465127,0.13887584155315483,11,0,0.5930205640649717
7JtgYIvJSQBTFHmJ4nIQ0E,La Dame En Rouge,0.5494117647058824,1.0,0.31059583060046037,0.8590263691683571,0.0,0.8181818181818182,0.003680078508341511,0.0,0.11364355808800254,0.0789102865194927,4,0,0.31059583060046037
2qcPi2BKIrArJ0Cnb06kqC,Till dig,0.6176470588235293,0.8770310456974991,0.5190272258446184,0.9391480730223125,0.1945054945054945,0.9090909090909092,0.05888125613346418,0.0,0.07565685343463123,0.10850164396430248,9,0,0.5190272258446185
77PMEc4VapQ93om4Znocyd,It's Here,0.5647058823529412,0.9004053097384703,0.5067389431176613,0.4766734279918864,0.4318681318681318,0.2727272727272727,0.11113837095191365,0.0,0.4259786852379445,0.1341788006888993,15,0,0.5067389431176614
5p0Qo3kg0tULw2rcRpqi1e,J.B.Y.,0.676470588235294,0.6575162181822912,0.3814769088313592,0.8600405679513184,0.6065934065934065,0.6363636363636364,0.027968596663395476,0.0,0.11364355808800254,0.13731016126506965,5,0,0.3814769088313593
77VCh47G2NW2R9MrhE4GSP,Love Is the Message,0.31999999999999995,0.35365078564966523,0.30352251244260964,0.9168356997971603,0.523076923076923,0.09090909090909091,0.011530912659470066,0.0,0.4090957053920017,0.10568341944574919,3,0,0.30352251244260964
1xvhO2IhKqdWjtUjOVRebg,Verso,0.49411764705882344,0.9623979230645244,0.6484818087117558,0.9665314401622718,0.4054945054945055,0.2727272727272727,0.006378802747791956,1.0,0.14740951777988814,0.15922968529826206,26,0,0.6484818087117559
3PmJIGRY68TUPmhfAe9Prz,Collage Of Dreams - Mixed,0.5011764705882352,0.5182869062860713,0.5871497099939554,0.9350912778904666,0.6725274725274724,0.7272727272727273,0.016683022571148176,0.0,0.06130632056557983,0.12635039924847344,22,0,0.5871497099939555
4Z4i631BesV0P6LTvfLAdL,Talk to Me You'll Understand,0.7917647058823528,0.6717440310767954,0.5807451419164833,0.6835699797160244,0.5912087912087911,0.09090909090909091,0.051521099116781155,0.0,0.1241954204917168,0.16236104587443242,17,0,0.5807451419164834
3u2R3fpfSNwvEWDzSVcXVS,undir,0.3529411764705882,0.7926804406800813,0.6707756214874543,0.9026369168356998,0.43736263736263725,0.36363636363636365,0.04465161923454365,1.0,0.00886356441911998,0.10552685141694065,11,0,0.6707756214874544
6vDXDAEr10LtUrMWAhoVxb,Snowing Throw – Lose Again,0.9588235294117645,0.007305168903448232,0.5746556580114973,0.8904665314401623,0.7802197802197801,1.0,0.09690873405299313,0.0,0.149519890260631,0.15296696414592137,10,0,0.5746556580114974
0UoXzSgRU5Igibr2Wntm9w,Elephants - Original Mix,0.8129411764705882,0.039317747916082724,0.5292320948596267,0.8387423935091278,0.3527472527472527,0.9090909090909092,0.12659470068694798,0.0,0.060251134325208414,0.12478471896038829,2,0,0.5292320948596269
3pXQeUeMYYxdBouICpd0L2,Pyre,0.8647058823529411,0.05537485103988035,0.6129030183777665,0.8387423935091278,0.48901098901098894,0.8181818181818182,0.08635917566241413,0.0,0.08093278463648834,0.08125880695162047,8,0,0.6129030183777666
4tUA0XgKiEigUywHbtkdLX,Maia - Mixed,0.616470588235294,0.13311968578484984,0.5613513895855035,0.9239350912778905,0.8219780219780218,0.9090909090909092,0.010058881256133467,0.0,0.2381555344518308,0.13731016126506965,6,0,0.5613513895855036
4Yiy714hPjl1kVoOgQirz0,Sounding Line 3,0.8811764705882351,0.09084275604118015,0.5100569723626168,0.8296146044624746,0.6494505494505494,0.9090909090909092,0.06084396467124631,0.0,0.4903450459006015,0.17958352904336933,8,0,0.5100569723626169
4qmaEfAe4UHGVBDMZp9xnn,If You (Club Mix) - Mixed,0.668235294117647,0.0497853531170394,0.5867060200367812,0.9665314401622718,0.6978021978021977,0.9090909090909092,0.003680078508341511,0.0,0.36055713833491615,0.312666353530609,21,0,0.5867060200367813
37uU8o0cTjkpQO5iLRtpin,TKOTN - Mixed,0.8529411764705882,0.003849842914782921,0.574321282971308,0.8843813387423936,0.7978021978021977,0.9090909090909092,0.04735034347399411,0.0,0.4671309486124301,0.11648661343353686,10,0,0.5743212829713081
5nvBbsER3AjvqnptLds8VP,Heavy - Icarus Remix,0.6576470588235294,0.009510479902096386,0.5613835410316755,0.898580121703854,0.8274725274725273,0.9090909090909092,0.04195289499509322,0.0,0.4407512926031445,0.024111476436511667,15,0,0.5613835410316756
5b8ttHzN2ljyUb7e2kkkhh,String Theory,0.7929411764705881,0.005425065056674459,0.5742891315251359,0.8580121703853956,0.8043956043956042,0.9090909090909092,0.05888125613346418,0.0,0.5399387991980584,0.16862376702677312,24,0,0.574289131525136
3sJCADvtbzgKPzEBHhHSLY,One More Fluorescent Rush,0.6399999999999999,0.0032604049520106033,0.5734724847923659,0.9016227180527384,0.9923076923076922,0.9090909090909092,0.007605495583905789,0.0,0.3901023530653161,0.1420072021293252,7,0,0.573472484792366
6bggJGFDwd8ZzSK535TW93,Cirrus,0.6729411764705882,0.3973504966827854,0.5359260259526473,0.9432048681541583,0.8395604395604394,0.18181818181818182,0.017173699705593723,0.0,0.355281207133059,0.09597620165962112,1,0,0.5359260259526474
46eZrYtPVulmQNz6LgiTEr,J Buyers,0.41647058823529404,0.41767594367493427,0.7445824813200096,0.898580121703854,0.6879120879120878,0.09090909090909091,0.022325809617271833,0.0,0.5314973092750871,0.15922968529826206,12,0,0.7445824813200097
5X77TGdnwDWETSRNlxkOOZ,Hidden Tropics - Mixed,0.7235294117647059,0.16055903922425085,0.5617307766503337,0.8935091277890467,0.9406593406593405,0.4545454545454546,0.026741903827281657,0.0,0.5304421230347156,0.10865821199311101,4,0,0.5617307766503338
1ESzyXxkUwxQF3Blh7O3Dt,No War,0.616470588235294,0.023565526497167342,0.5420991036176807,0.8742393509127789,0.6527472527472526,0.18181818181818182,0.0029440628066732116,0.0,0.26136963174000216,0.08564271175825894,6,0,0.5420991036176808
