track_id,track_name,danceability,acousticness,tempo,instrumentalness,energy,key,speechiness,mode,valence,liveness,play_number,playlist_number,tempo_scaled
2KnjMS3KBgv07idhSG8XtC,Miyajima,0.05058823529411763,0.9644304677637393,0.3648610414496444,0.9898580121703854,0.36373626373626367,0.2727272727272727,0.02698724239450441,0.0,0.1336920966550596,0.13887584155315483,4414,0,0.37265115078997124
0zRihVR6d6EO08y1pQeYKI,The Villagers,-0.004235294117647059,0.9664630124629542,0.21467520609076987,0.9665314401622718,0.04395604395604394,0.09090909090909091,0.020117762512266935,0.0,0.0013717421124828585,0.0940973853139189,6461,0,0.27849157619322146
2VfUYDPK79DsTTwyo4pjYS,Seed,0.21529411764705877,0.9969511829511776,0.37570250909885916,0.9908722109533469,0.14505494505494504,0.09090909090909091,0.027723258096172723,0.0,0.021103724807428517,0.12791607953655862,4275,0,0.3794482497268663
6kq0icqRVZDwBPbPoGb6NF,ultratronics 10,0.12235294117647055,0.945121293121198,0.21039263346065298,0.9462474645030426,0.01428571428571429,0.18181818181818182,0.03164867517173699,0.0,0.005064893953782845,0.12196649444183497,1632,0,0.27580660116832695
5zzkmLE2D2zQTwch2Ikjta,Fine As Feathers,0.0988235294117647,1.0111789958456818,0.37350978046992545,0.9878296146044625,0.267032967032967,0.0,0.030912659470068687,0.0,0.11891948928985967,0.18428056990762487,6422,0,0.3780735102621681
19rwLC5rmgkzyDiP12TMha,For You Around Me,0.82,0.05517159656995886,0.5228982599637331,0.90973630831643,0.6043956043956044,1.0,0.08635917566241413,0.0,0.24237627941331646,0.1811492093314545,6413,0,0.4717331795990277
1HpvNkwSKeWjkczr01HI2H,That's Right,0.8917647058823528,0.009327550879167045,0.5420862430392118,0.898580121703854,0.6549450549450548,1.0,0.10966633954857702,0.0,0.1948928985966023,0.10129951463911069,2184,0,0.4837631577886449
7I60DXwnCRvqd8g7FdnWWG,If I Was,0.8141176470588234,0.002549014307285392,0.5486065563229033,0.9330628803245437,0.7032967032967031,1.0,0.07335623159960744,0.0,0.10414688192465972,0.12478471896038829,9785,0,0.4878510927364573
0wbi2qdtXYoTKAm5NbDCJv,Ma Laichi,0.8647058823529411,0.052021152286175786,0.522833957071389,0.8661257606490872,0.6648351648351648,1.0,0.03164867517173699,0.0,0.23393478949034507,0.10615312353217471,2513,0,0.4716928646587139
3Eg9icEPWyCulMUJLjGYjM,Spiritual Drums,0.7541176470588234,0.040130765795768686,0.4907210926347466,0.7494929006085193,0.6065934065934065,0.9090909090909092,0.013002944062806679,0.0,0.15374063522211673,0.11867856583685613,3289,0,0.4515595834660367
14hKtzUqlI1Sa1nfq0GXR3,Love Is the Message,0.31999999999999995,0.3526345133000578,0.3035546638887816,0.9198782961460447,0.5241758241758241,0.09090909090909091,0.011530912659470066,0.0,0.404874960430516,0.10568341944574919,6503,0,0.33421488669486027
6MCtiRDhKeuOL8kNjxoMYn,Are You Fine?,0.4964705882352941,0.5304821744813606,0.41688851164525376,0.9472616632860041,0.7703296703296703,0.18181818181818182,0.016683022571148176,0.0,0.5515458478421442,0.18897761077188036,318,0,0.4052699689978109
1BI8tNgQkOZoIEuaN8fShx,Scape,0.46705882352941175,0.40344813078043007,0.5351093792198772,0.9624746450304259,0.8439560439560438,0.18181818181818182,0.052993130520117754,0.0,0.5156695156695157,0.15296696414592137,3651,0,0.47938898676460523
3XO0u2hirjS7CExgGFwFGO,Bluebells,0.39058823529411757,0.2713327253314623,0.4942127396890311,0.9198782961460447,0.7637362637362637,0.0,0.06550539744847889,0.0,0.48823467341985866,0.14826992328166588,2191,0,0.4537486847250723
6m9blgEJnfIwFnngTa7Ugu,Messiah (feat. HÆLOS),0.5058823529411764,0.2784466317787144,0.5934578237329114,0.9432048681541583,0.767032967032967,0.18181818181818182,0.0098135426889107,0.0,0.47873799725651583,0.16079536558634724,3596,0,0.5159707636052846
3eWguyBA8kA7Fitgg5hyf4,Love In The Time Of Lexapro,0.17411764705882352,0.3333253386575164,0.5936957444345845,0.16835699797160245,0.46043956043956036,0.8181818181818182,0.03434739941118743,1.0,0.009707713411417115,0.038202599029278216,8129,0,0.5161199288844454
