track_id,track_name,danceability,acousticness,tempo,instrumentalness,loudness,key,speechiness,mode,play_number,playlist_number,tempo_scaled
6iAbw4nxEYOEmTokBOovgY,Paroché,0.848,0.0415,125.004,0.0479,-9.65,10,0.0436,1,4510,0,0.5039528798977613
7gWfoHIpRNAoOp4RcAu5H4,Kutika,0.804,0.0044,127.003,0.571,-7.227,10,0.0639,0,4511,0,0.5120118364664761
46YhKhg2HCEdW0xGwa8xfe,Good Times Ahead,0.78,0.000573,131.011,0.897,-7.285,8,0.0421,0,4512,0,0.5281700645442194
0l3utKVpXaA4SnqNdtRrYS,B - Alex Neri Remix,0.78,0.000247,129.007,0.713,-6.902,0,0.0642,1,4513,0,0.5200909505053478
18XQ8eo6c4RJyuEBAg6Ru9,U Won't C Me,0.744,0.000292,120.003,0.894,-9.103,7,0.0422,1,4514,0,0.4837913782468645
5WACLmxePHgd45hptug9n1,Lazerpresent,0.803,0.0607,128.733,0.854,-12.689,10,0.0831,0,4515,0,0.5189863211407516
0hpocwmr6682NtcZuH3fUb,Steve's Limo Track,0.779,0.0109,131.006,0.924,-10.143,10,0.0632,0,4516,0,0.5281499070740626
1qYY9LCkc3cB9lI0bTE954,Shades,0.76,0.00973,124.999,0.852,-14.769,11,0.0538,0,4517,0,0.5039327224276045
5FI6ez26R7pj8VppyfW1gc,Glitter,0.809,0.00101,127.004,0.905,-12.315,11,0.0587,1,4518,0,0.5120158679605075
1pv8qLntCowkgWgyNYqOap,Md,0.793,0.0131,124.007,0.9,-12.493,2,0.0431,1,4519,0,0.49993348034848234
6xhnv7MpF5nj19vILJpbNi,Artefacts,0.81,6.01e-05,126.001,0.903,-11.211,1,0.0603,1,4520,0,0.5079722794470403
17t97eG3rOrfJbiDXoybXS,Closer,0.811,0.0348,124.005,0.93,-10.749,9,0.0556,0,4521,0,0.49992541736041957
5hBG6WZWicRoD95sT91tdj,Crawling,0.857,0.00135,124.976,0.918,-11.668,10,0.176,0,4522,0,0.5038399980648829
4suI15mC4jmxFAlIr9FHU3,Trombon,0.808,0.0118,125.001,0.877,-9.801,2,0.0468,1,4523,0,0.5039407854156672
3AdjaH72Xz0SZvuvGCUPGp,Lu,0.813,0.0206,125.003,0.944,-10.382,1,0.0705,0,4524,0,0.5039488484037299
5kbbzDiHg0XSE4VqRxT9IT,Flight Pattern,0.804,7e-05,125.012,0.844,-8.853,1,0.037,1,4525,0,0.5039851318500123
2BrAQ8ZyHrCSw2V3e9rIKu,Paradox,0.804,0.000781,126.022,0.855,-9.719,2,0.0456,1,4526,0,0.5080569408216992
4np6ktfmYb1UVgaIHiPYvz,Report,0.805,0.0019,127.997,0.912,-10.548,4,0.119,0,4527,0,0.5160191415336609
1A7OnYJNwqgseSYf4cEJvW,Into Magic,0.794,0.00772,129.992,0.849,-9.539,10,0.0666,0,4528,0,0.5240619721262502
2PrGk1pYygqmIBMam2Zc7J,Berlin Bound - Michael James Remix,0.805,0.0256,127.014,0.921,-8.011,5,0.0905,1,4529,0,0.5120561829008212
5tMX6pIl7lgZCWGgvSRZLs,Riddle - Toman Remix,0.809,0.00453,127.005,0.926,-10.267,6,0.0567,0,4530,0,0.5120198994545389
2oasTbHMK6mhhb34viLKji,Spacey,0.8,0.000203,126.044,0.864,-9.246,5,0.144,0,4531,0,0.5081456336903893
1zLTeIJW4KSF0ioQxnMhAj,"Quattro, pt. 1",0.804,0.000162,124.985,0.93,-10.61,6,0.0656,1,4532,0,0.5038762815111653
4KN5RYadecTTLJBaFFwZ8N,Fantanized,0.81,0.000295,126.007,0.921,-9.4,11,0.0615,0,4533,0,0.5079964684112285
4yTneOgOOoRI0HPdFMvZ06,New Life,0.817,0.066,124.887,0.923,-10.545,10,0.0472,0,4534,0,0.5034811950960907
6OdLEWF9bxRQbbiEMlLib7,Obsession,0.805,0.146,121.987,0.857,-9.499,5,0.0538,0,4535,0,0.4917898624051087
0b5qkcpPOpn6AlbTSSH7M5,Pale Blue,0.812,0.000452,126.033,0.945,-9.291,2,0.0579,1,4536,0,0.5081012872560442
79c1jaR9PNfFzxJET7IfA4,Heritage,0.809,0.0107,126.103,0.903,-10.128,8,0.0887,0,4537,0,0.5083834918382403
0RCY6Kjna5ppy2pMRbIwNW,Calypso - Original Mix,0.813,4.99e-05,122.988,0.92,-9.137,4,0.0663,0,4538,0,0.4958253879305132
4yKTlZ98KQO46zETZUisyk,Holiday - Ben Rau Meta Remix,0.809,0.00275,125.997,0.886,-7.344,7,0.0557,1,4539,0,0.5079561534709148
2oX16KBDaFqWJN69cr64OD,Abotha - Mihai Popoviciu Remix,0.811,0.000424,122.003,0.907,-8.928,9,0.0672,0,4540,0,0.49185436630961066
6xoEETVITc1whBkUR5SgQl,Mangrove - Original,0.846,0.0715,125.005,0.959,-6.119,6,0.0407,1,4541,0,0.5039569113917927
63nWJiMAQWODosjPh0SrqN,E3,0.808,0.000764,127.002,0.894,-10.474,6,0.0631,0,4542,0,0.5120078049724447
3EOXdYMW3xP5Pe3Y210ceq,Sunset,0.795,0.000386,125.999,0.838,-7.858,4,0.047,0,4543,0,0.5079642164589775
0HfkevNDVBb1IIyfweYdbG,Atlas,0.807,0.0286,125.923,0.868,-12.369,10,0.0851,0,4544,0,0.5076578229125932
6ZAkeXoKQI7uvDwFiLyTIS,Megan - Original Mix,0.795,0.00873,127.978,0.839,-11.797,6,0.0857,0,4545,0,0.5159425431470649
3GAB0SXTWZLhS6eW2MC20W,Air,0.804,0.00054,124.993,0.85,-11.803,10,0.0492,0,4546,0,0.5039085334634161
2qUN6Not37j4ZuCLfmUvZ7,Equinoxe,0.793,0.00629,127.026,0.922,-9.999,11,0.087,0,4547,0,0.5121045608291976
1ObJvawdSHnZzxUIRAQKB5,Varazslat,0.801,0.000799,125.011,0.739,-9.53,6,0.0567,0,4548,0,0.5039811003559809
2uussxp8alwBGG1bzMkyqx,SFX / ORY,0.804,0.09,125.002,0.867,-13.689,1,0.0747,0,4549,0,0.5039448169096985
05XOD1DkUO2yWmjfqkR8t8,Paradise (feat. Insight),0.807,0.0103,127.0,0.237,-8.111,11,0.15,0,4550,0,0.511999741984382
5nhzB671phAf95uaTpR6MN,HONOLULU,0.806,0.0171,124.025,0.834,-8.412,7,0.0496,1,4551,0,0.500006047241047
4lle5Cc7FBdz0R8Eq7AKiG,The Swindle,0.809,0.000492,122.005,0.886,-7.716,4,0.0779,1,4552,0,0.4918624292976734
046sZF14pXDXKXcgzg1Qgr,Izé,0.813,0.000313,122.018,0.897,-9.606,5,0.0492,0,4553,0,0.4919148387200813
00vaCgIzkWCHSl4vZeZevW,Système Solaire,0.807,0.189,125.003,0.857,-8.695,4,0.0569,0,4554,0,0.5039488484037299
5nUS4bSN0cFZB0knxyM4LZ,Bass Control,0.825,0.0158,122.994,0.941,-8.995,6,0.0456,1,4555,0,0.4958495768947014
0WaGT9rmffNUjjGlWwDwMF,Expand,0.786,0.0525,126.031,0.914,-8.655,4,0.103,0,4556,0,0.5080932242679815
07QTvj3huGCcNZ5oONvyFu,Brain Tornado,0.812,0.000729,125.0,0.938,-9.627,0,0.0866,1,4557,0,0.5039367539216358
7yJ0CuqsZMHVItMQRLiid9,Fury's Laughter - Extended Mix,0.733,0.00136,128.003,0.91,-8.661,6,0.0645,0,4558,0,0.5160433304978491
2bt2ZuMXfB7QbBBV1mJy0Z,All Things Go - Original Mix,0.896,0.000546,121.988,0.52,-6.618,6,0.0562,1,4559,0,0.4917938938991401
5NLTORqMlwLKIea310hHhX,Rain,0.789,0.00232,128.031,0.938,-13.386,1,0.0607,1,4560,0,0.5161562123307276
6XpVdfBQEz1cLM69OOuHcp,Wink - No Rules (UK) Remix,0.799,0.0434,124.045,0.917,-10.083,1,0.0742,1,4561,0,0.5000866771216745
4ltjZhKhGKwQWiriY3GsF1,Brick,0.802,0.0131,128.02,0.902,-10.503,6,0.114,0,4562,0,0.5161118658963826
69z0RFU38FlguC3OqjRO0u,Alright,0.808,0.00859,125.999,0.843,-10.836,11,0.0802,0,4563,0,0.5079642164589775
12NdN17WK14sPES52OriMv,Spiral,0.804,0.000316,127.014,0.889,-7.891,6,0.0823,1,4564,0,0.5120561829008212
219J1uBxrICSHVSsZHZeXM,Hope,0.788,0.0108,126.021,0.897,-10.796,6,0.138,0,4565,0,0.5080529093276678
6Cj3pqkzV6JlfI3Zg0jGKM,Swerve - Original Mix,0.81,0.000838,124.996,0.882,-10.428,1,0.0581,1,4566,0,0.5039206279455103
5VOxs6X2qCyR0TBLHc1TtU,Instate - Original Mix,0.812,6.82e-05,123.991,0.91,-8.917,11,0.0475,0,4567,0,0.4998689764439804
6whOFbjqn59QAGQ3WQn0yN,Mind Blank - Original Mix,0.81,0.000528,125.001,0.857,-12.542,1,0.0704,1,4568,0,0.5039407854156672
5JcTPYvJmKbgQa9tffD3fg,Stick Out,0.793,0.00946,123.998,0.892,-9.579,5,0.0483,0,4569,0,0.49989719690219997
1d4vblQr49X3kvyeq9v4qd,Focus,0.811,0.00854,123.008,0.948,-8.856,8,0.0561,0,4570,0,0.4959060178111406
5ojDFLRmp2PQuvLwyc8Wtn,Cassandra - Original Mix,0.811,0.027,123.993,0.87,-11.423,6,0.0719,1,4571,0,0.4998770394320431
43XEYFomgrPaNXxqLheCgQ,Jam on the moon - Limitu & Jesse Maas Remix,0.806,0.00019,127.009,0.867,-8.786,11,0.0445,0,4572,0,0.5120360254306643
4bAYL09yxKIf1YNx1HwoBZ,You Know It's Alright,0.842,0.000963,123.025,0.818,-10.558,7,0.0574,1,4573,0,0.495974553209674
2TMTqyY5dck7Ac7fNVjpC8,Black Men & White - Original Mix,0.809,0.0231,127.017,0.886,-8.757,1,0.0609,1,4574,0,0.5120682773829153
1qyXeXjdcH6Xw4eGNvSSQq,Jus Dance Christian Nielsen Remix,0.806,0.00635,124.988,0.628,-7.263,8,0.0694,0,4575,0,0.5038883759932593
76p01107IKsCVwbSrTdqRM,Pacific,0.81,0.00158,125.996,0.888,-9.741,7,0.0643,1,4576,0,0.5079521219768833
2cQXPqngh2HA0NnI1Jtl1c,No Way!,0.804,0.0117,126.009,0.856,-9.078,7,0.0609,1,4577,0,0.5080045313992912
4QEiHucPgkmL30LE52deHG,Bocado,0.797,0.000451,126.127,0.887,-8.13,5,0.0617,0,4578,0,0.5084802476949932
0xN6re4hdDxQabFRfY8IfO,Sleepy Rhythm,0.793,0.0143,127.051,0.932,-8.866,9,0.0742,1,4579,0,0.512205348179982
5S8cqMnTVUV3f5JiTjpMl4,What Is This,0.814,0.000143,123.011,0.788,-10.652,7,0.132,1,4580,0,0.49591811229323474
7FjjcTtudATOjWY8hKWdwD,A New Day,0.81,0.0161,126.025,0.92,-9.709,0,0.0506,1,4581,0,0.5080690353037932
52vIroGBQ0huJSJFMNBTSQ,The Inner Truth,0.811,0.00126,124.996,0.884,-8.813,8,0.0586,0,4582,0,0.5039206279455103
4Gb7a65Xi5GxaEw2vOjgTo,Planet 34,0.792,0.0345,126.014,0.799,-10.702,11,0.0655,0,4583,0,0.5080246888694481
3Tcf8TRUzxWZdQR8xMyGqV,Thank U - Rossi. Remix,0.809,0.00968,127.005,0.836,-8.959,2,0.0531,1,4584,0,0.5120198994545389
4VyMOtII9DNZQa3QwDuHLT,Dub Inventions: A1,0.812,0.00702,125.016,0.882,-7.293,7,0.0606,1,4585,0,0.5040012578261378
4dTzOp6G8jYlba3FgZFLUf,One Morning In Staines,0.81,0.00066,125.995,0.867,-10.244,9,0.0815,1,4586,0,0.507948090482852
5Z76074clRPE8ZeL05zD5j,Telegram - Original Mix,0.81,0.00314,125.976,0.914,-9.09,0,0.0637,1,4587,0,0.5078714920962559
6H4mPbpdKsEBxN8F8dpkRR,Catch This,0.758,0.0146,123.994,0.861,-8.929,8,0.0525,0,4588,0,0.4998810709260745
6JulrBaVVA3Yoc8QsFnycn,Citron,0.804,0.0116,126.0,0.867,-8.99,11,0.0695,0,4589,0,0.5079682479530089
0aaTrekfgJgLiH00lnPKm7,Freya,0.64,0.000211,122.994,0.899,-10.19,11,0.0379,0,4590,0,0.4958495768947014
5hr3RYHIuoHcEUQlJz9pkx,Distance,0.808,0.0195,124.01,0.905,-10.967,7,0.0507,1,4591,0,0.4999455748305765
3kJUIF5JCUW16yTRcgZNC7,Classroom,0.805,0.0155,126.0,0.846,-10.943,1,0.054,1,4592,0,0.5079682479530089
6mFd2NwKbeU7t9Wnjx2V14,Detune - AWSI Retuned Remix,0.803,0.0211,129.011,0.897,-10.5,4,0.0966,1,4593,0,0.5201070764814733
0swfXEGZvntDJ5quBCEWYx,Luna Llena,0.811,0.0021,121.001,0.882,-10.994,10,0.0507,0,4594,0,0.48781480929017484
7xDrGu61LdqobB6sZ0VqM2,Rabona,0.66,2.53e-05,130.002,0.83,-8.397,9,0.027,0,4595,0,0.524102287066564
1UBTF840gTUTQquwK34wib,Arcade,0.792,0.00596,126.987,0.9,-8.535,1,0.0824,1,4596,0,0.5119473325619741
2tA5avvrOQkjNiJg6y6az4,Orion - Luci's Travel,0.81,0.00106,126.995,0.909,-12.098,8,0.0435,1,4597,0,0.5119795845142251
2TUSbKRL9amtnbH5bwYnt0,Track Ten,0.552,0.00909,131.242,0.82,-14.412,0,0.0343,0,4598,0,0.5291013396654666
1vpHrftvMztdhsxVoCQMCo,Funky Mood,0.902,0.00132,122.99,0.841,-11.867,7,0.142,1,4599,0,0.4958334509185759
6fPq1hr3halmX7Q8bSWH8K,Sundance,0.801,0.00145,124.989,0.908,-11.124,10,0.0737,0,4600,0,0.5038924074872907
6rlHMxDbOQsZPxLjCaBnP4,Gingo Biloba,0.811,0.0857,121.008,0.933,-9.002,0,0.0785,1,4601,0,0.48784302974839444
6SIGZ4x7IVP9qbHjZxpVA1,Fresh,0.75,0.0316,122.044,0.874,-11.03,5,0.0491,1,4602,0,0.49201965756489696
77o4ceN125GjPAXEZ5r3oh,Passing By - Roger Gerressen Remix,0.808,0.13,126.0,0.934,-13.788,7,0.0789,0,4603,0,0.5079682479530089
4zRw2xBPx0Y1n7oN6INFh7,Reflect,0.811,0.00758,119.997,0.877,-10.339,0,0.0789,1,4604,0,0.48376718928267626
3d4I4djaDbYmpK1d973UUL,Planitz Proposal,0.764,0.193,117.98,0.923,-12.015,10,0.0496,0,4605,0,0.47563566582139677
4wUPAvahUzLMWBdUYMzdNw,Basic Needs,0.691,2.51e-05,121.987,0.884,-13.046,4,0.0437,0,4606,0,0.4917898624051087
048txVhdADqphnbaBFtwQz,lantern (Marko Furstenberg reshape),0.575,0.00127,107.013,0.675,-12.601,7,0.0335,1,4607,0,0.4314222707793281
6TElrFvVH8aqryNfL0tLOn,No Image,0.812,2.12e-05,123.006,0.885,-15.097,11,0.182,0,4608,0,0.49589795482307786
6DdDzmbmL6MAHFebFm1JBM,Plankton,0.36,0.0203,123.01,0.921,-12.838,11,0.0333,0,4609,0,0.4959140807992034
5QrE2bWl9pjS7xqC5rKrHP,Supreme Blue,0.711,0.0219,126.001,0.919,-10.773,11,0.0453,0,4610,0,0.5079722794470403
7viD5dkEm7eaeGuvi4ZWBv,Delirio,0.809,0.0297,120.008,0.903,-9.339,7,0.0484,0,4611,0,0.48381153571702135
2wL7FC6nS8jMeakZhPrMRc,Ease My Mind (feat. The Smoothness),0.803,0.000838,126.998,0.911,-12.229,6,0.0526,0,4612,0,0.5119916789963193
0VJhzgI8tD07XPPWUPKp1j,Timewriter,0.804,0.00299,127.02,0.886,-10.418,1,0.059,1,4613,0,0.5120803718650094
0aM1woscdL19B2iBkLNsRm,Shine Bright,0.828,0.012,127.005,0.853,-10.308,10,0.0967,0,4614,0,0.5120198994545389
3cKS5lTbRVVPkd5QYBjpam,What U Want - Chris Stussy & Djoko aka Kolter Remix,0.727,0.0854,124.978,0.287,-10.036,1,0.167,1,4615,0,0.5038480610529456
71vLXAxoLgTKzykP9TBpgz,For Your Health,0.797,0.0103,132.021,0.685,-8.331,8,0.0492,0,4616,0,0.5322418735159062
2G1YwmMvGn9VZI4cRagTtj,Honorus,0.806,0.0269,124.997,0.898,-10.816,11,0.0602,0,4617,0,0.5039246594395417
2RR47Gjs1h1qhcKFUEchWv,Rise Together,0.807,0.0172,126.008,0.902,-9.617,8,0.072,1,4618,0,0.5080004999052599
0ZynC2ICh21Atgi9whPdR9,Graceful,0.818,0.00637,131.011,0.741,-10.817,6,0.133,0,4619,0,0.5281700645442194
0ki209ZxLDCqRw6zUv6OD5,Ikarus,0.803,0.015,127.009,0.737,-8.657,11,0.0486,0,4620,0,0.5120360254306643
4XBR4eWCjDH9NrzwVC0b7M,Dialer,0.825,0.109,127.012,0.727,-13.461,5,0.0716,0,4621,0,0.5120481199127584
0washXlWqFEj5oCjNWwA2E,Hooked on You,0.855,0.11,130.992,0.658,-7.493,8,0.0828,0,4622,0,0.5280934661576233
3BIuqx09D432FYs30nstVe,Washed Away,0.822,0.00514,129.011,0.857,-8.716,8,0.15,1,4623,0,0.5201070764814733
7Li6ZhmefqnNZmJsnjXFv2,Inside of You - Chris Stussy & Djoko aka Kolter Remix,0.822,0.0331,125.975,0.822,-10.199,6,0.0813,0,4624,0,0.5078674606022245
6mM7LJHKDVhduD428lv5OD,Overflow,0.8,0.00153,128.024,0.904,-6.94,9,0.0606,1,4625,0,0.516127991872508
4n3Nhbk8yAkKP2Ywe0LrIO,Spank the Wurli,0.746,0.00602,128.991,0.866,-9.733,1,0.107,1,4626,0,0.5200264466008458
71SItvFBcF7JIUdK4pd7Hg,Archway - Silverlining Remix,0.81,0.017,125.001,0.879,-11.342,6,0.0781,1,4627,0,0.5039407854156672
6ZIdSgKmqZX05H2l1qeK2S,Calea mea - Original Mix,0.802,0.00469,122.995,0.878,-12.826,6,0.0776,0,4628,0,0.49585360838873277
7HRqONVpwskpMnQThxE4Yu,Beliefs - Patryk Molinari Remix,0.798,0.00683,126.044,0.892,-8.799,1,0.0654,1,4629,0,0.5081456336903893
6TruBa7kh7zij2PSYTvdB4,All She Wants Is - Markus Fix Remix,0.812,0.00455,124.0,0.947,-9.508,1,0.0525,1,4630,0,0.49990525989026274
4dfZmvFyqlS6XHg4MyMAra,Let's Talk,0.804,0.00635,128.028,0.849,-11.2,3,0.0623,0,4631,0,0.5161441178486335
0sKVQnfIBNTjEZy7XiknX7,Reponce Profonde,0.804,0.00409,128.001,0.932,-7.646,7,0.0425,0,4632,0,0.5160352675097865
0CGeO5fyrBjq0xeWRKwQnH,Metro,0.804,0.0173,131.0,0.89,-9.193,4,0.0668,0,4633,0,0.5281257181098743
2eHV1hHR0BVWG7tZblaWmg,Evolution,0.79,0.0316,125.021,0.719,-10.457,6,0.0794,0,4634,0,0.5040214152962946
0p5wjPVrbqDn050ExGzvDJ,Amnesia,0.809,0.011,126.0,0.703,-11.794,11,0.117,1,4635,0,0.5079682479530089
5JTs7BHnTwBd8zOwoBRat3,Desire,0.81,0.000132,128.007,0.74,-10.602,9,0.0514,1,4636,0,0.5160594564739747
5nhbOP4sRtqnhEm6JWvcBN,Hypnotise - East End Dubs Remix,0.809,0.000741,127.004,0.915,-9.226,7,0.0614,1,4637,0,0.5120158679605075
151rvi7L8tu8XVooljPGV0,First Plate 2,0.913,0.791,123.636,0.967,-5.497,7,0.233,0,4638,0,0.4984377960628429
2icwj6GbPxwzXQ1mdRqWXT,Momentum,0.806,0.000523,124.973,0.515,-6.693,11,0.0839,0,4639,0,0.5038279035827887
7kn99anaTT2yy2i2uaOhBH,Ventura,0.794,0.00471,126.03,0.818,-8.927,8,0.0918,1,4640,0,0.50808919277395
0vE909GhT8Zq5ip1058BtG,Diplo,0.803,0.00831,125.012,0.918,-11.608,11,0.0499,0,4641,0,0.5039851318500123
61dx4dVWwyYnPlFaPBAxmZ,Prima,0.811,0.00111,125.0,0.819,-10.587,1,0.0571,1,4642,0,0.5039367539216358
4kAx3NX9Psu3f0s3uQydcS,No Going Back,0.882,0.000833,124.88,0.732,-8.453,2,0.176,1,4643,0,0.503452974637871
2AVkUtmWTaZXHg908qMGbv,Penthouse Boogie,0.711,0.181,127.005,0.215,-10.36,6,0.0449,0,4644,0,0.5120198994545389
6ES3m4pXpPQKIM4s2JqJCb,Otro Mundo,0.809,0.000197,128.0,0.925,-8.304,11,0.0386,0,4645,0,0.5160312360157551
30RxV868LEvXZvaG8UGHy9,Assembling Pieces,0.803,0.00794,126.002,0.856,-9.2,11,0.0831,1,4646,0,0.5079763109410717
4UjBi0eYbPmnK2u8Umaw2E,E Fix,0.809,0.00632,122.999,0.914,-15.395,7,0.066,1,4647,0,0.49586973436485826
61heW4kxANGz6y3Yc6BaOj,Sapphire - Mikhu Remix,0.791,0.0949,126.026,0.921,-10.867,8,0.0617,0,4648,0,0.5080730667978246
6TomWo7OMmzLJ5isLaWPkm,Check Check - Mihai Popoviciu Remix,0.81,0.00133,123.007,0.92,-11.014,1,0.0492,1,4649,0,0.49590198631710924
3R4TA6EQfsGSC5XKCxRz2I,Ultramarin,0.81,0.0228,120.997,0.93,-13.226,0,0.0616,1,4650,0,0.48779868331404935
6XGJbzogv6NNmHCap4OxA5,CN Tower,0.803,0.000995,129.205,0.887,-9.591,0,0.0414,1,4651,0,0.5208891863235597
4ZC64n9iX8JBYbVFI7FRiO,Passing By,0.729,0.0217,126.004,0.926,-10.765,5,0.0438,0,4652,0,0.5079843739291344
0rvI1gEhjihcbVO2nalYLp,Melted,0.891,0.00539,124.009,0.883,-10.309,6,0.125,0,4653,0,0.49994154333654506
2FJHQtSRI1RtQf59MhhaBg,Deja vu,0.806,0.0138,123.994,0.868,-12.564,1,0.0508,0,4654,0,0.4998810709260745
6YZdnmVSX8NzVQ0f7otKI6,Fade,0.82,0.00392,126.991,0.822,-10.075,1,0.0575,1,4655,0,0.5119634585380997
5iLiKv58I9v5ERgYt1ADwC,Indica Mornings - Ben Rau Remix,0.81,0.0448,123.999,0.927,-9.724,0,0.0752,1,4656,0,0.49990122839623136
5I1cqmfFVPk3xIFOqQ5Uc0,Solid Moonshine - Original Mix,0.803,0.23,125.997,0.919,-11.168,6,0.135,0,4657,0,0.5079561534709148
3uZ5AhoW9HTwYJKntuDU5T,Shades - Teluric Remix,0.8,0.00195,129.001,0.894,-11.036,6,0.136,0,4658,0,0.5200667615411595
3oqT1ni0srnTPvCQVFa4yz,Overcome,0.833,0.00403,126.008,0.737,-9.606,1,0.149,1,4659,0,0.5080004999052599
5IsnQf79pG1xD6RtzOOFuG,Good Morning,0.796,0.188,127.009,0.874,-9.119,7,0.0643,1,4660,0,0.5120360254306643
457o5iisuqacHGvkVVZLrM,Communication,0.787,0.0324,123.016,0.903,-14.225,7,0.0458,1,4661,0,0.4959382697633916
4ZFq5cbqGww4vcQa4TNsUC,Looped Reflections - Laughing Man's Terminal Edit,0.809,0.0102,125.016,0.918,-12.373,2,0.05,1,4662,0,0.5040012578261378
0jlBmWPq3FDFPgOVAwcgXh,Moving Dub - Deep Spelle Remix,0.865,0.0294,124.005,0.836,-10.14,11,0.0748,0,4663,0,0.49992541736041957
2cWDhpDPrGLxRuNabs4S7L,On Falling,0.775,0.24,121.004,0.885,-11.572,8,0.0398,1,4664,0,0.48782690377226895
4cMoQ4Aq5NVVVNaGnT2YZi,Planetarium,0.811,0.00213,123.008,0.95,-15.261,6,0.0607,1,4665,0,0.4959060178111406
2S7DEhGRlWUbLfA80yTSzC,Savon,0.809,0.000268,126.009,0.903,-11.455,2,0.0545,1,4666,0,0.5080045313992912
06lPXlp3XGj4pWlHsQIEOq,Insomnie,0.805,9.17e-05,128.009,0.928,-11.325,9,0.0761,0,4667,0,0.5160675194620373
7n8tF8oTK4wGFVi1I1iBgy,Move Dub - Steve O'Sullivan Remix,0.811,0.0203,124.003,0.843,-11.106,1,0.0531,1,4668,0,0.49991735437235685
4E0ERam22sD5m6wCNHKAiC,Foreal - Seb Zito Remix,0.805,0.0013,126.997,0.913,-10.775,1,0.0691,1,4669,0,0.5119876475022879
2QztGu0rZeiSLKCPUvcGld,Soul Is Life - Mihai Popoviciu Remix,0.81,8.2e-05,123.007,0.893,-9.627,6,0.0584,0,4670,0,0.49590198631710924
1hea8PbhMDM15ENdHCckSE,Accomodation,0.807,0.00469,122.992,0.853,-13.653,1,0.081,1,4671,0,0.49584151390663866
09GUoBFkZmMNBQ2h4JFsZT,House For All - Original Mix,0.952,0.0618,120.088,0.731,-19.287,0,0.0553,1,4672,0,0.4841340552395312
7uTKidLC756IRkIHcexE4j,Juicy Street,0.81,0.00117,123.0,0.914,-8.318,0,0.0743,0,4673,0,0.49587376585888965
5KIdA2tBiWnXRT2T9Wo4Vs,"Hostom ZZZ, pt. 3",0.812,0.234,123.993,0.94,-10.397,6,0.0759,0,4674,0,0.4998770394320431
2eIHheTkRZGzq5j4jiJVT9,"Hostom001, pt. 2",0.79,0.000319,125.005,0.725,-11.498,6,0.0566,0,4675,0,0.5039569113917927
2AlObmsvfdquvBLdGViQIp,"Hostom002, pt. 1",0.809,0.000153,127.013,0.912,-10.434,8,0.0516,0,4676,0,0.5120521514067898
2mv59YREbB2edRqpdXX9jZ,Cotton Candy,0.797,0.0276,128.025,0.937,-9.07,5,0.0704,0,4677,0,0.5161320233665394
3R7gH9CbmCoXnKttJpDmNX,Rave Vision,0.796,0.00182,127.995,0.874,-8.211,1,0.0665,0,4678,0,0.5160110785455982
4EPzWbCrwQrL2gsMV9IpTX,Politics Of Dancing X Djebali,0.806,0.0788,124.009,0.87,-8.271,1,0.095,1,4679,0,0.49994154333654506
4VaCtM8YX6pIh7YYIOHXcx,First New Dance - Original Mix,0.817,0.0993,127.005,0.903,-10.898,2,0.052,1,4680,0,0.5120198994545389
4JPQCXTf6FugwbQ1FXL7lP,Apoplex,0.81,0.00413,124.992,0.915,-10.672,1,0.0599,0,4681,0,0.5039045019693849
4nkiLES9CY0vksXWwXW151,Ra,0.807,0.000412,126.026,0.904,-11.405,10,0.0606,0,4682,0,0.5080730667978246
6CR1HBCA2i3dI1WXsXg1kt,Mindshift,0.794,0.00533,121.996,0.739,-12.915,7,0.0446,1,4683,0,0.49182614585139106
7DvnyHSrbSLVfac3tZVYO1,Serious - Original Mix,0.81,0.00019,126.001,0.938,-12.085,4,0.0642,0,4684,0,0.5079722794470403
1oc2532pBPnKLxUbJ7POEt,Senses,0.808,0.00244,128.032,0.91,-10.986,1,0.0534,0,4685,0,0.516160243824759
0Ac8f5geLSPZuZIiOuSUJX,Take It There,0.811,0.000106,127.598,0.898,-12.637,1,0.058,1,4686,0,0.5144105754151431
4A0EDHfIJSkCxxjZ9AbY73,Mislead,0.796,0.00818,127.984,0.87,-9.143,6,0.0681,1,4687,0,0.5159667321112531
0fsGUjer9Hin6ZOb7Ds7Ii,Airflow,0.812,4.99e-05,123.011,0.857,-7.943,1,0.0708,1,4688,0,0.49591811229323474
5q6UWi8kTuxp47qBu4W4ck,Selfless State,0.816,0.00034,123.998,0.815,-10.939,9,0.0684,1,4689,0,0.49989719690219997
0zgGQGX81xIbYwsphWxMYU,Tunnelvision,0.808,0.000283,123.052,0.94,-7.875,10,0.06,0,4690,0,0.49608340354852104
2R8jKFTRXlrQiyVAlESK0C,Brooklyn Tears,0.838,0.000939,120.0,0.803,-8.461,4,0.0706,0,4691,0,0.48377928376477036
5gfpOfgzmOkIbQDmuMhToU,Flashback - Original Mix,0.808,0.00147,123.003,0.933,-9.352,4,0.06,1,4692,0,0.49588586034098375
5uSuWFMv3z6V1Ah2nragRa,Confusion - Original Mix,0.811,0.000102,126.009,0.903,-9.19,7,0.053,1,4693,0,0.5080045313992912
5xkZgeLjNpjgRJEi2baguM,Wild Thing - Original Mix,0.808,0.000567,126.037,0.817,-10.139,9,0.0619,0,4694,0,0.5081174132321697
