track_id,track_name,danceability,acousticness,tempo,instrumentalness,loudness,key,speechiness,mode,play_number,playlist_number,tempo_scaled
2H1oA380k4jLgtlrwTVdwO,Navigator 3000,0.796,0.00013,129.998,0.858,-7.578,4,0.0401,0,984,0,0.5240861610904385
1K1sokhfhALRSKGe678hIm,Vela,0.799,0.000431,128.03,0.836,-7.847,0,0.0566,1,985,0,0.5161521808366962
5ruVY6icAv4DN04j0qcu1W,Acid King - Full Tilt Mix,0.561,0.0416,141.985,0.944,-11.231,0,0.0409,1,986,0,0.5724116800445077
7xGArCfcfK8dsNUk5hZYTf,Kabel Kabel,0.769,0.00359,139.996,0.89,-8.451,1,0.0593,1,987,0,0.5643930384161067
1stNyR4hTDdHX9DPe4TMGD,Out Of Control,0.549,0.000554,131.97,0.0949,-4.126,10,0.0335,0,988,0,0.5320362673203062
74LRqSi9vqy4vnxCLInNAw,78 To Stanley Bay,0.781,0.441,119.002,0.649,-10.143,7,0.0686,0,989,0,0.47975585272146004
4ubDv9q3yVbbGAoz9ZGRoh,Fuzzy Logic,0.736,0.0179,134.008,0.907,-6.551,11,0.0407,0,990,0,0.5402524521562446
4yDFhjGlhRcS5Ay8mBYuk5,993,0.724,0.000125,129.968,0.774,-12.311,3,0.074,1,991,0,0.5239652162694972
6qmblg3jRsKu7N8yipxJvF,High & Choking - Jacques Greene Remix,0.704,0.237,131.994,0.88,-9.589,11,0.0587,0,992,0,0.5321330231770591
3pOnjFb8q7itcxMfyvOIuP,Sing,0.841,0.152,121.974,0.259,-9.745,5,0.175,1,993,0,0.4917374529827009
5c1sQKsBkYTGdDQgICwSo5,Sing - Floating Points Remix,0.524,0.754,128.004,0.916,-13.062,9,0.0796,0,994,0,0.5160473619918805
6uBiuvgYqWdE8IN9EaU86P,Coorabell,0.771,0.00408,134.997,0.873,-10.148,1,0.0628,1,995,0,0.5442395997532726
3NcXSz4d3J7IfUjfNlT4CV,ARP3,0.824,0.0372,124.943,0.918,-10.38,5,0.0936,0,996,0,0.5037069587618476
1ZxaFVd7MSpXVkFSedZ4CI,Pods,0.628,0.117,133.916,0.668,-10.403,10,0.087,0,997,0,0.5398815547053583
6ydIOoM8PpA97g6MX4aDbW,Spiritual Dance - Mark Francis Re-Edit,0.538,1.82e-05,124.023,0.807,-8.785,7,0.0394,1,998,0,0.4999979842529843
0O9OPv8X9O3zXLmckWcUtO,Blue Monday - 2020 Digital Master,0.793,0.000477,130.288,0.897,-10.416,0,0.058,1,999,0,0.5252552943595368
12zb4jCoGBd1tvUFZVjZO1,Aechmea - Airhead Remix,0.712,0.00877,134.993,0.858,-13.02,5,0.0538,0,1000,0,0.5442234737771471
2t2uYEKg1PEmYk2cqlandN,Overthinker - Stones Taro Remix,0.721,0.0726,129.995,0.22,-8.654,1,0.0708,1,1001,0,0.5240740666083444
6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",0.666,0.0123,113.03,0.0,-5.715,0,0.0751,1,1002,0,0.45567977036609997
20dPzZHV2yKNgbbqNTS8O0,Calling Out,0.811,0.0348,136.995,0.198,-6.86,4,0.149,0,1003,0,0.552294524827956
6Rjze1YHjviFH1TZMxpyLw,C-Life,0.566,0.18,165.29,0.181,-9.605,1,0.269,1,1004,0,0.6663656484456574
1odujngpVGkhjRXUEgGVr1,Everything U Need,0.717,0.462,133.007,0.932,-10.039,6,0.0403,0,1005,0,0.5362169266308401
3bkz6OSduvWkR8WHVDIs8b,ITJ16A1,0.789,0.0596,133.998,0.914,-10.39,10,0.0588,0,1006,0,0.5402121372159308
6rOO4rvFRvljFZlcpylgPR,Higher Elevation,0.744,0.00133,128.002,0.837,-10.244,9,0.0458,1,1007,0,0.5160392990038178
6tifCCTIVBLC2TmTquYG7G,Fine Day Anthem,0.771,0.000292,138.011,0.0671,-3.842,1,0.0526,0,1008,0,0.556390522763831
1n01MYM8IEQHSE2VoKJZiO,Sesame,0.651,0.000497,149.983,1.39e-06,-6.484,11,0.0823,0,1009,0,0.6046555693074297
1ZnghCVtXCrtmKJH32z4UK,Good Lies,0.688,0.0694,126.019,0.88,-4.781,10,0.0474,0,1010,0,0.508044846339605
4uc7mfjzacXWZw46oC3ABE,Tides,0.6,0.791,126.948,0.419,-9.109,4,0.0351,0,1011,0,0.5117901042947506
1f4cKwcKfNiLbQr8x2tZ3C,Melt!,0.785,0.00772,131.037,0.916,-13.059,7,0.0552,1,1012,0,0.5282748833890352
2kts9CqkgeHyJLIN22WAwb,Castles,0.844,0.0766,127.957,0.0287,-10.259,11,0.0452,0,1013,0,0.515857881772406
57vEXvnoTpXlLi3wYES4uQ,Desmond's Empire,0.758,0.0515,120.01,0.0861,-9.411,11,0.0455,1,1014,0,0.4838195987050841
7z2oL4N6nkOY39PXLASCpO,Can't Help It,0.791,0.0868,125.008,0.758,-12.054,5,0.0461,0,1015,0,0.5039690058738868
3qAvjZ84KUD5cCWkt4iCcb,Szikra,0.798,0.291,121.999,0.744,-10.144,7,0.0762,0,1016,0,0.49183824033348517
5x56Jr73veMZZdxJsti96e,Love At First Fight,0.577,0.124,163.931,5.58e-05,-7.241,0,0.0466,1,1017,0,0.6608868480570215
4JfuiOWlWCkjP6OKurHjSn,Walk This Way,0.653,0.0115,108.709,1.02e-05,-10.613,5,0.0429,1,1018,0,0.43825968465653686
0Bo5fjMtTfCD8vHGebivqc,Axel F,0.842,0.288,138.004,0.653,-1.496,2,0.0439,1,1019,0,0.5563623023056113
7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,0.572,0.171,129.981,0.000377,-6.219,0,0.0317,1,1020,0,0.5240176256919051
4t0UsYzmmmZRMTWn77jiGF,Show Me Love,0.811,0.014,120.258,2.06e-05,-4.259,5,0.153,1,1021,0,0.4848194092248646
4UQDZlZhGUDoYMohwrY28v,Virtual Insanity - Remastered 2006,0.662,0.128,91.954,0.0,-4.758,6,0.108,1,1022,0,0.3707120021608808
47oS7xB31QQUyPCgHpM3VZ,Canned Heat,0.7,0.0136,128.043,7.71e-05,-5.827,9,0.133,0,1023,0,0.5162045902591041
2D6jUGJQnvLwwmUOMZBUfv,Love Foolosophy - Knee Deep's Re-Edit,0.777,0.000223,129.272,0.157,-5.345,11,0.0416,0,1024,0,0.5211592964236615
7GQSrFMZ6w9B9UN9g7nB0b,Pasilda - Knee Deep Club Mix,0.713,0.000939,126.998,0.832,-8.126,5,0.0532,0,1025,0,0.5119916789963193
0ZBPWoRkfZ8SLcDJaFnkUu,Passion - Naked Edit,0.71,0.00418,124.876,0.935,-15.3,5,0.0414,0,1026,0,0.5034368486617455
4b5QHhUld8ba26ZJEHawFW,Can You Feel It - Instrumental,0.687,0.0959,114.775,0.9,-12.141,9,0.0494,0,1027,0,0.462714727450846
3qWbao6YVObRFxeF6bybF4,I Feel It,0.795,0.000784,127.265,0.892,-13.298,3,0.0398,0,1028,0,0.5130680879026959
7l5PXeGa7zA8uHGVmnEZk0,Afterglows,0.459,0.386,175.97,0.894,-15.28,5,0.0559,0,1029,0,0.709422004700722
0gD4RRXa25vmhWCQjUXtgO,Sundance,0.791,0.558,102.938,0.628,-10.462,5,0.0365,0,1030,0,0.41499393260148276
1luDX923VB2t1nIhasi9ln,浴室 ~la salle de bain~ - Takkyu Ishino Remix,0.649,0.000217,128.021,0.232,-7.974,1,0.0365,1,1031,0,0.5161158973904139
4SCjx4oqgJxqxOsVSoTXYP,INSTINCT,0.779,0.184,137.891,0.915,-7.913,11,0.0479,1,1032,0,0.5559067434800662
0baHmScZuO8t7aQyBiih2f,As The Sun,0.751,0.031,126.029,0.873,-10.551,7,0.0398,1,1033,0,0.5080851612799187
7aLNMCpoxWTcQ4m2T1GeHw,37,0.695,0.97,180.035,0.915,-18.952,0,0.219,1,1034,0,0.7258100279382536
616yWja5SaL2SkeoMABNSD,Marbles,0.416,0.000546,119.877,0.929,-11.181,7,0.039,1,1035,0,0.48328340999891145
0CXS4rsSgIb2ysl0w3gK6s,Minus/Orange 1,0.724,0.00199,133.113,0.818,-12.379,10,0.0782,0,1036,0,0.5366442649981656
5TRFywcS0o6pw7ULm6gXhV,Consumed,0.297,0.214,119.469,0.863,-15.52,10,0.0511,0,1037,0,0.48163856043411124
6GgGyLWxC7k2qUlYD5Cvs7,Fallen Behind,0.708,0.00429,117.996,0.759,-10.126,8,0.0429,1,1038,0,0.4757001697258987
2uYf4AHHreSeAgVshZn6iv,Tribe Of Assassins,0.686,0.000212,145.011,0.737,-8.994,5,0.0446,0,1039,0,0.5846109809834427
1w5EsW7u01QXcUtyCt97I7,Ex Why Z,0.596,0.0177,179.964,0.834,-12.018,10,0.0606,0,1040,0,0.7255237918620261
4BJ878nf4MLymsV1jmy09n,I Am the Astronaut,0.609,0.00707,179.858,0.843,-11.612,1,0.0492,1,1041,0,0.7250964534947006
1ndmrtMTVTFLRYb0RPo36k,20 Hz,0.595,0.0224,127.979,0.565,-3.476,7,0.0468,1,1042,0,0.5159465746410963
6mctLnw0uJfvcTCgVcKKgR,Route 4 - Remastered 2022,0.631,0.00207,139.978,0.866,-6.192,11,0.0468,0,1043,0,0.5643204715235419
2jvoUFy1ovw1q2kloUPBE1,Domenico,0.726,0.672,129.982,0.817,-7.406,8,0.044,1,1044,0,0.5240216571859365
6J6jlsnFtpWGCHFFhoFfZ6,Big.Hopes,0.807,6.23e-06,119.998,0.916,-10.208,10,0.0499,0,1045,0,0.48377122077670764
1IRR93lVJMvpGYSeGSyIAl,A soft throbbing of time,0.832,0.000146,179.999,0.928,-16.748,7,0.125,1,1046,0,0.7256648941531242
2J0cULn3osWxDbRqMe0FV7,Wave Cruising - Remastered 2022,0.66,7.27e-05,137.995,0.88,-6.594,0,0.0383,1,1047,0,0.5563260188593291
6rdkCkjk6D12xRpdMXy0I2,New Jeans,0.807,0.51,134.014,0.00216,-6.211,4,0.0508,0,1048,0,0.5402766411204328
7CmNkoYXuRGN1UZJBx7Oby,Anthem - Fumiya Tanaka Remix,0.763,0.0048,123.002,0.846,-8.304,9,0.0549,1,1049,0,0.49588182884695237
3LmlegS3av5opwiIMVDbgI,Liquorice,0.679,6.07e-05,126.998,2.1e-06,-9.361,5,0.0509,0,1050,0,0.5119916789963193
5LyfiK6iXEIBNEtcaGKohl,Jamming,0.935,0.107,123.643,5.16e-05,-10.981,11,0.306,0,1051,0,0.49846601652106254
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,0.776,0.18,149.921,3.44e-05,-6.018,5,0.0748,0,1052,0,0.6044056166774845
3f2fyR55BFMl3ZWS5S3BUZ,Kernkraft 400 - Sport Chant Stadium Remix,0.826,0.0391,139.774,0.895,-8.523,11,0.0507,1,1053,0,0.5634980467411418
38N9pTBZ1OgC8WGkcuZQha,Drugs,0.811,0.0821,121.992,0.00635,-6.623,9,0.0518,1,1054,0,0.49181001987526557
28pQcTJag5xFasUq2fw9PK,Shades Of Love (feat. The Joy),0.577,0.00778,125.06,1.32e-05,-4.89,8,0.0867,0,1055,0,0.5041786435635182
28Cg98BS32bN4zUGzVM9Kn,Whenever I Want,0.66,0.0812,170.068,7.54e-05,-4.014,2,0.376,1,1056,0,0.6856281269275581
7Fqb5oKEwfoAmgHLydU6ly,Omega - Original Mix,0.522,0.0015,128.012,0.882,-8.666,9,0.0301,1,1057,0,0.5160796139441316
6iZeZaPqx80Hei2UG9u8QT,Omega,0.806,0.0164,124.981,0.905,-13.549,9,0.0834,1,1058,0,0.5038601555350397
12Yy0hZrUebGnr3IrppPnW,Zero (J.I.D Remix),0.69,0.166,172.02,0.000169,-5.731,1,0.231,0,1059,0,0.6934976032767983
1CbAz875HOrHZ26T4qdLhp,Space Cruising - Remastered 2022,0.537,4.84e-05,138.988,0.905,-5.537,0,0.0452,1,1060,0,0.5603292924324825
4SPHvPJVHpXEG7NXsN85y9,Space Crusing,0.479,0.000174,138.433,0.878,-10.26,0,0.0464,1,1061,0,0.5580918132450704
0wPfUQUkWcguy2iUH0BWOT,Baby,0.792,0.487,127.066,0.00325,-9.947,0,0.248,1,1062,0,0.5122658205904527
01mTrac137TL0EgIktc4fo,Home,0.679,0.00634,120.007,0.855,-11.453,2,0.04,1,1063,0,0.48380750422299
6Ap85jPfZq0DIgglSKPf55,Confusion - Pump Panel Reconstruction Mix,0.563,0.525,136.222,0.412,-9.038,1,0.0857,0,1064,0,0.5491781799417046
4F6v6KqM19TVQFBm1V0Pz1,Suzuka,0.645,0.00107,140.011,0.921,-7.525,0,0.0422,1,1065,0,0.5644535108265772
7u3eBNcoMv4iIILVj3ldCd,Solar,0.793,0.0345,136.002,0.938,-7.638,6,0.0766,1,1066,0,0.5482912512548025
2TAtmFFQSexZ2bgyCLsXpu,Acid Love Making,0.711,0.0444,147.033,0.888,-12.297,0,0.0723,1,1067,0,0.5927626619148789
1X98WyQdZrymjV45UUIuCA,Juno Jam,0.804,2.69e-05,120.012,0.889,-10.937,1,0.0501,0,1068,0,0.48382766169314684
2VtMaXQqRcJsgLY83QCsf5,fl+,0.732,0.000294,154.018,0.875,-11.806,6,0.0693,1,1069,0,0.6209226477240201
5m6dY8ZvU87n4nPnA2jcrR,Let Me Be,0.769,6.92e-05,138.015,0.763,-6.552,11,0.0456,0,1070,0,0.5564066487399565
4oChoaFrem7d4ysNDB9Tl9,French Kiss,0.797,0.000111,127.994,0.901,-11.06,2,0.0597,1,1071,0,0.5160070470515669
2aLXJJ2zOsBJlGTxiG0yMi,Acid Tracks,0.792,0.018,120.438,0.918,-14.205,6,0.0713,1,1072,0,0.4855450781505118
63eiF9VouGtmhiBKjm1LHU,Acid Tracks,0.795,0.0308,120.44,0.914,-16.921,6,0.0744,1,1073,0,0.4855531411385745
1Pjc2DvRxqmXw3Rvxw6sX4,LFO (Leeds Warehouse Mix),0.759,0.0569,124.664,0.911,-14.094,10,0.0663,0,1074,0,0.5025821719270944
62dUmjtkYOUwYOALt6pefh,Everything In Its Right Place,0.296,0.705,123.943,0.0482,-11.412,5,0.0449,0,1075,0,0.4996754647304745
5pgZpHqfv4TSomtkfGZGrG,Revolution 909,0.745,0.0265,126.527,0.846,-7.918,11,0.136,1,1076,0,0.5100928453075425
6YUum9yNDbmG0SDk9Xqh3X,Preset Tense,0.511,0.864,105.002,0.877,-9.021,0,0.0422,0,1077,0,0.4233149362822368
7N3FfUFMud1rjI6Vgw71mm,Strings of Life,0.714,0.153,128.103,0.811,-6.209,2,0.065,1,1078,0,0.5164464799009866
2IQ61J0AFfjnxBm4lQEU0W,Acperience 1,0.542,0.0308,124.99,0.88,-11.199,7,0.0727,1,1079,0,0.5038964389813221
0wLDiKUJgSL8Zg1DINaf4s,rainy,0.362,0.376,83.08,0.241,-9.021,11,0.115,0,1080,0,0.334936524126476
6xf2KSaajcQyIUNESVYhzO,Longiness,0.794,0.342,87.003,0.0,-5.776,7,0.183,1,1081,0,0.35075207521155266
7d5uA21GZEzdlnyP251Ou0,RASEN in OKINAWA,0.8,0.117,84.964,0.0,-6.104,1,0.229,1,1082,0,0.34253185888158294
4cszUCYBMe3KiyewKfU96B,NINOKUNI,0.753,0.238,129.958,0.0,-3.737,9,0.0771,0,1083,0,0.5239249013291836
51GoV9wH57anm60ll5u5bS,GOKU VIBES,0.592,0.152,150.054,1.22e-06,-5.087,0,0.0804,1,1084,0,0.6049418053836572
651z4p0RWGLrleAdBhd2os,Kawasaki Drift,0.739,0.0119,176.142,0.0,-5.411,10,0.281,0,1085,0,0.7101154216741182
39KxiwUbmxqqdO2YyJ7Xn7,Friends,0.785,0.00356,150.032,0.0,-5.758,8,0.0801,0,1086,0,0.604853112514967
67GRILbgzKqkDD73luWD8O,Jitsuryoku,0.813,0.0144,154.079,1.64e-05,-4.999,2,0.192,1,1087,0,0.6211685688599338
0wWGZiyIcxFxI9NyoT2xfn,Spike!,0.393,0.0299,173.147,0.000328,-4.679,10,0.477,0,1088,0,0.6980410970501558
5AHD6i3IE3gseAuei8EIfk,Sakasama,0.74,0.204,139.998,0.0731,-7.135,2,0.0746,0,1089,0,0.5644011014041693
2FgniUupl243ZSvQUVCHsw,Assaji,0.825,0.596,149.994,1.41e-06,-10.927,7,0.436,1,1090,0,0.6046999157417747
6IJWQxtDgA8KOKHyxFw7JO,UP,0.783,0.417,141.937,0.000164,-9.547,5,0.394,0,1091,0,0.5722181683310018
0UDbJcDahxqfHdcLhRmMPi,Asian,0.718,0.0752,132.071,0.000214,-8.635,2,0.124,1,1092,0,0.5324434482174749
0Yo9iPwWq7sLuFgoglnTb4,Konnichiwa,0.788,0.0085,138.021,6.75e-05,-10.667,8,0.356,1,1093,0,0.5564308377041447
6TEkCFeViRFP2y5N00k7eE,Konbanwa - Ibiza Mix,0.8,0.0105,130.004,0.805,-8.378,6,0.0778,0,1094,0,0.5241103500546267
6DeccmTFZxuJ7nv7Cx2GFe,goldeneye 007,0.641,0.528,140.123,0.678,-7.751,8,0.0541,0,1095,0,0.564905038158091
1Vupje23pr42fv2MXCfZgv,Victory Level - Mixed,0.705,0.00978,126.987,0.697,-6.807,4,0.0469,0,1096,0,0.5119473325619741
6phVWgpkuEW7zfhRWJj7MW,nintendo 64,0.705,0.268,136.023,0.907,-8.058,3,0.0457,1,1097,0,0.5483759126294613
0HRAne096RNKohb88WnT67,Dancing In The Shadows,0.567,0.00119,129.996,0.00118,-5.984,9,0.036,1,1098,0,0.5240780981023758
2Dnh5y1kaUPymUifmimhD7,Blush,0.733,0.894,130.007,0.911,-11.052,9,0.0392,0,1099,0,0.5241224445367209
7Fk3cnNt5gzDevwKx5YSlR,Limes,0.676,0.363,122.01,0.896,-11.395,9,0.0433,1,1100,0,0.4918825867678303
6vzozksHY0fzQAOqOdhmOC,ポケモンしりとり(ピカチュウ→ミュウVer.),0.638,0.0381,155.237,0.0,-4.048,9,0.413,1,1101,0,0.6258370389482638
6SztHzz4Ndw7wTrikZm5SQ,ルーキー - Takkyu Ishino Remix,0.75,0.00559,129.977,0.232,-11.157,8,0.0626,0,1102,0,0.5240014997157797
7HWzA5ThGVJp4FZIJTGYQw,Inner Blue,0.499,0.045,104.999,0.598,-2.444,0,0.0502,0,1103,0,0.42330284180014266
75ZLfnMkHpmSQD2QyzBOtH,OLDNEWTOWN,0.701,0.198,119.991,0.000638,-3.779,8,0.0473,1,1104,0,0.483743000318488
6j8E5fOIfa4rYAcScWBrds,ナイトフィッシングイズグッド - Iw_Remix,0.774,0.00146,126.008,0.619,-8.552,8,0.0438,1,1105,0,0.5080004999052599
1FwNUDMVPW65Y7MtAtNiQT,グッドバイ - NEXT WORLD REMIX,0.727,0.00689,129.99,0.0273,-6.497,10,0.0432,1,1106,0,0.5240539091381875
5hMGyNKCPjI0VFjS0YoozL,reiji no machi,0.71,0.00343,127.978,0.00167,-5.769,1,0.0488,0,1107,0,0.5159425431470649
2w2C0xOs5opIk25k7daaxx,DocumentaRy,0.792,0.0309,130.007,0.843,-9.404,2,0.0647,1,1108,0,0.5241224445367209
1JoARWI2tq1UXC0VLvRPwG,僕と花 - sakanaction Remix,0.706,0.0806,130.003,0.89,-10.509,5,0.0465,0,1109,0,0.5241063185605953
1ZYPtVlW2yHqfi3VK9L0Za,Ame(B) - SAKANATRIBE × ATM version,0.706,0.106,132.007,0.143,-7.058,11,0.0352,1,1110,0,0.532185432599467
4XJEHIzPTZBKOx4hmmXyzd,Be With Me,0.673,0.0788,149.955,0.881,-7.713,9,0.0457,0,1111,0,0.6045426874745512
21zK0Fc7Bhhnw9aV8tUTRv,Luv-N-Me - Extended Version,0.755,0.194,132.992,0.0206,-6.001,8,0.0843,1,1112,0,0.5361564542203695
4LQjwlhVZjewz3ZB1r51Fu,edge - Triangle-mix,0.608,1.44e-05,127.013,0.0273,-1.872,10,0.0375,1,1113,0,0.5120521514067898
2yHaxm6DL7A9bpb0L4GyQo,Tremors,0.716,0.00412,136.0,0.872,-8.835,11,0.0412,1,1114,0,0.5482831882667397
0LkwpRHK8DYMvMAWo5zDje,92,0.749,0.62,128.01,0.868,-10.494,10,0.0431,0,1115,0,0.5160715509560687
2Cp7vXWA3ie2KcpWVN7Jk1,Satyr,0.663,0.000132,135.013,0.802,-8.02,11,0.0415,1,1116,0,0.5443041036577746
2xt2NmfUsQsSODWId6vTdn,Grab the Wheel,0.634,0.0905,126.995,0.963,-9.207,2,0.0402,1,1117,0,0.5119795845142251
1Q3RNUOiJKH4x85KOFKG65,Blind Eye,0.736,0.121,131.988,0.858,-5.285,7,0.0481,1,1118,0,0.5321088342128709
25QePchl2ag5IwYr3MDWaD,Climb,0.728,0.000418,126.998,0.929,-5.941,0,0.034,0,1119,0,0.5119916789963193
3XgtRplaKaBn8lxBCAhfwI,Welcome To The Opera (with Grimes),0.351,0.00645,125.027,0.273,-6.415,5,0.0539,0,1120,0,0.5040456042604828
6cqcmtaxNL7YCKKsuYAPJo,Mike (desert island duvet),0.644,0.315,132.87,5.49e-05,-9.665,1,0.228,1,1121,0,0.535664611948542
2eNqInx6lpQww4VQbc39Ke,Get Over,0.755,0.00481,132.056,0.81,-4.164,9,0.11,1,1122,0,0.5323829758070043
5naBxlfM61rL6tE42fQiL9,Instantané,0.663,0.0718,99.98,0.533,-8.952,8,0.0628,0,1123,0,0.4030687732566812
6vSmzEaYNo36DyoNNq0L8M,VIP Business,0.727,0.00644,129.044,0.00271,-5.664,6,0.0738,1,1124,0,0.5202401157845086
7DFZFtwWepkhllLgUcZCqw,雨,0.68,0.475,77.006,0.00177,-7.256,11,0.0399,0,1125,0,0.3104492293799159
0HI3GX6MD7Ees2dZeTIHCy,Survivors - 2021 Remaster,0.664,0.032,136.887,0.802,-8.731,7,0.0589,1,1126,0,0.5518591234725677
5YljaU25rD1qx6Do2rAGo2,Snake Eyes (Dream Mix),0.764,0.00694,128.004,0.882,-6.943,5,0.0627,0,1127,0,0.5160473619918805
7nVZzzSoWG9v51zDsVSEyh,Tint - Maruwa Remix,0.647,0.00077,134.971,0.902,-7.249,2,0.0455,1,1128,0,0.5441347809084569
1eDFpHDrTq5Do5PC3DZeKf,Hidden Credentials,0.773,0.000596,140.99,0.883,-6.738,7,0.0654,1,1129,0,0.5684003434832915
1sfGy9WGg68ZyPXcVvIzh9,Point,0.777,0.0255,131.003,0.85,-7.966,11,0.118,1,1130,0,0.5281378125919683
7AyEa0cXBIG5VD8EMQzYbv,WE INSIDE (CULEBRA VIP),0.858,0.00462,137.038,3.66e-05,-8.393,1,0.172,1,1131,0,0.552467879071305
5qKDvQMBtfND3UDUZ0ojNo,Divine Time,0.456,0.00358,135.012,0.842,-8.94,10,0.0459,1,1132,0,0.5443000721637431
6LgwnVs51FlpDz0LLCFjEv,Framework,0.785,0.00106,133.022,0.71,-10.923,5,0.0582,0,1133,0,0.5362773990413107
1GFb5Tb1edvKidRXkEQ487,Hard Discount Primitivo,0.788,0.00025,133.982,0.88,-9.349,6,0.0566,0,1134,0,0.5401476333114289
70HSOKDgRtsrNR6ady294S,So Carelessly - Demi Riquísimo Remix,0.748,0.00967,133.012,0.939,-8.021,10,0.0512,0,1135,0,0.536237084100997
21fgQywOzqoqOtZAFElMTC,First Wave,0.726,0.0028,129.995,0.842,-7.0,9,0.0332,1,1136,0,0.5240740666083444
2lqerxCIencrpSf24GLMfE,Eventide in Orbit,0.61,0.0316,129.025,0.879,-8.695,1,0.032,1,1137,0,0.5201635173979126
2KK1SenNYKlyo6RHeRMOTH,Snow,0.226,0.239,139.993,0.61,-7.802,8,0.0355,1,1138,0,0.5643809439340125
44xO8889yUQHn70P73NILS,Believe Me,0.629,0.129,124.999,1.39e-06,-5.572,5,0.0408,0,1139,0,0.5039327224276045
5jyUBKpmaH670zrXrE0wmO,Reload - Radio Edit,0.485,0.0736,128.045,0.0,-4.633,9,0.0518,0,1140,0,0.5162126532471668
4K8jDTlNhZWEdnzZVGRMtN,FEARLESS (2023 Ver.),0.856,0.0602,103.948,0.0018,-7.226,7,0.133,1,1141,0,0.41906574157316956
0onKPjKMVmROyBOItWnPcI,AS IF IT'S YOUR LAST - KR Ver.,0.783,0.0749,125.005,0.0,-2.691,8,0.0902,1,1142,0,0.5039569113917927
5Hzma4oi7EDdhTWRq4c8b2,"Move Your Body - 12"" Mix",0.711,0.000184,121.988,0.0144,-11.703,0,0.0398,1,1143,0,0.4917938938991401
4wFFJs6fxv9nKLzYaY6FiE,My Addiction,0.962,0.00944,122.978,0.00287,-6.018,5,0.0623,1,1144,0,0.4957850729901994
78zfetCFu2zb3vgHdGJqx7,Vortex 150,0.678,0.00151,149.995,0.782,-8.964,11,0.0694,0,1145,0,0.6047039472358061
1v6HuEGGDueTQLfugoMdC2,You Gotta Lift It Up,0.653,1.61e-05,134.983,0.885,-8.94,8,0.0563,0,1146,0,0.5441831588368333
4csiovuy6JlhIcDtEVUDCf,Sunflower,0.598,0.000195,137.014,0.819,-8.239,0,0.0405,1,1147,0,0.5523711232145521
615MwwslOSkBtkBbnhtD7b,Raw Cuts #3,0.801,0.043,116.967,0.00782,-6.613,7,0.11,1,1148,0,0.4715517623676158
2sLVs5iX0osogh4jcsAJkv,Danielle (smile on my face),0.678,0.00159,130.021,0.0275,-5.813,5,0.0867,1,1149,0,0.52417888545316
0F3DdOECeVoVaELgPcYiSf,Tanya (maybe life),0.692,0.0483,128.037,2.48e-06,-8.199,5,0.392,1,1150,0,0.5161804012949159
1DEIwroRXR3HlfAeihJENd,Derrty - Remastered,0.731,2.82e-06,133.001,0.88,-6.692,4,0.0583,0,1151,0,0.5361927376666519
6WR6Rd2dCpnwDda3ehLEPX,Poundland Anthem,0.724,0.0114,125.003,0.667,-6.869,2,0.0601,0,1152,0,0.5039488484037299
40OG7X8RBnV4Jdt7pAi35z,虹,0.432,0.0588,129.59,0.155,-9.552,0,0.0346,1,1153,0,0.5224413115256383
1fKIwgpXV5GdnUfeucROIO,Good Space,0.7,0.0101,160.027,0.0803,-4.023,1,0.0442,0,1154,0,0.6451478953585409
3prGIrHZxBcBzeZOAdE6xI,Warped Tour ’05 with pete WENTZ,0.447,0.909,74.238,5.96e-06,-16.294,4,0.0489,1,1155,0,0.2992900539010752
4cagZASntpw5soVIOcqRSF,Still Here (with the ones that I came with),0.575,0.00106,130.027,0.139,-4.386,0,0.0685,1,1156,0,0.5242030744173483
05VyoqeeD8imc5w5UgJmUD,Hazel Theme,0.357,0.889,129.834,0.17,-13.591,5,0.0436,1,1157,0,0.5234249960692933
6GY4eHl6UjFLpqFAPEG6QQ,Likshot,0.774,0.00535,130.997,0.724,-6.355,11,0.067,0,1158,0,0.5281136236277802
29LpCEcWnk9lFfzR2o3YVW,Off Wiv Ya Headz,0.314,0.0114,164.948,0.634,-2.759,8,0.199,0,1159,0,0.6649868774869279
043XQezFVxkfNmj6FeqyJv,Everything (That You Are),0.682,0.000919,137.979,0.884,-13.593,5,0.0731,0,1160,0,0.5562615149548271
5Yr5SV7196HmoemwaA9hzA,My Mind (Last Year),0.604,0.018,133.984,0.919,-15.533,2,0.0382,1,1161,0,0.5401556962994917
7kXmJwrZGIhDaLT9sNo3ut,Hey Boy Hey Girl,0.632,0.119,127.001,0.508,-4.976,2,0.0531,1,1162,0,0.5120037734784134
2JpMMyPD1UIzQaZIqvne5L,Hey Boy Hey Girl - Kink Extended Remix,0.595,0.00588,129.986,0.53,-6.861,2,0.0444,1,1163,0,0.524037783162062
7xOJWig2qwv5KanODZt9Uy,The Sound - Power Extended Mix,0.78,0.0116,122.739,0.835,-9.902,1,0.0822,1,1164,0,0.4948215459167013
6jNzsK1Ef8H2QcXjFUCsZV,Love At First Fight,0.577,0.124,163.931,5.58e-05,-7.241,0,0.0466,1,1165,0,0.6608868480570215
